Atom1,Atom2,Connectivity,Nearest_Integer
2O,3C,0.99946,1
3C,4C,0.99802,1
3C,5H,0.99198,1
4C,6C,0.99868,1
4C,7C,0.99874,1
6C,8C,0.99915,1
6C,9H,0.99364,1
7C,10C,0.99908,1
7C,11H,0.99333,1
8C,12C,0.99885,1
8C,13H,0.99345,1
10C,12C,0.99895,1
10C,14H,0.99350,1
12C,15H,0.99337,1
16C,17C,0.99978,1
16C,18H,0.99300,1
16C,19H,0.99296,1
17C,20C,0.99980,1
20C,21H,0.99273,1
24O,37N,0.99516,1
25O,38N,0.99570,1
26C,27C,0.99652,1
26C,31C,0.99870,1
26C,37N,0.99906,1
27C,33C,0.99864,1
27C,38N,0.99910,1
28C,35C,0.99943,1
28C,38N,0.99859,1
28C,57F,0.99847,1
29C,30C,0.99941,1
29C,37N,0.99860,1
29C,56F,0.99856,1
30C,32C,0.99872,1
30C,39H,0.99368,1
31C,32C,0.99799,1
31C,45C,0.99849,1
32C,46C,0.99862,1
33C,34C,0.99801,1
33C,40C,0.99850,1
34C,35C,0.99869,1
34C,41C,0.99863,1
35C,36H,0.99367,1
40C,44C,0.99928,1
40C,53H,0.99377,1
41C,42C,0.99926,1
41C,55H,0.99349,1
42C,43H,0.99347,1
42C,44C,0.99859,1
44C,54H,0.99351,1
45C,49C,0.99929,1
45C,52H,0.99377,1
46C,47C,0.99927,1
46C,50H,0.99351,1
47C,48H,0.99346,1
47C,49C,0.99857,1
49C,51H,0.99351,1
