Atom1,Atom2,Connectivity,Nearest_Integer
2O,3C,0.99946,1
3C,4C,0.99800,1
3C,5H,0.99193,1
4C,6C,0.99871,1
4C,7C,0.99875,1
6C,8C,0.99914,1
6C,9H,0.99353,1
7C,10C,0.99908,1
7C,11H,0.99332,1
8C,12C,0.99886,1
8C,13H,0.99346,1
10C,12C,0.99895,1
10C,14H,0.99350,1
12C,15H,0.99337,1
16C,17C,0.99978,1
16C,18H,0.99294,1
16C,19H,0.99300,1
17C,20C,0.99980,1
20C,21H,0.99314,1
24O,40N,0.99472,1
25O,41N,0.99561,1
26C,27C,0.99661,1
26C,31C,0.99895,1
26C,40N,0.99916,1
27C,33C,0.99892,1
27C,41N,0.99917,1
28C,35C,0.99823,1
28C,41N,0.99827,1
28C,42C,0.99830,1
29C,30C,0.99817,1
29C,40N,0.99834,1
29C,48C,0.99833,1
30C,32C,0.99872,1
30C,49C,0.99862,1
31C,32C,0.99928,1
31C,36H,0.99377,1
32C,37H,0.99353,1
33C,34C,0.99930,1
33C,38H,0.99377,1
34C,35C,0.99868,1
34C,39H,0.99356,1
35C,43C,0.99863,1
42C,45C,0.99894,1
42C,56C,0.99849,1
43C,44H,0.99354,1
43C,46C,0.99927,1
45C,46C,0.99886,1
45C,55H,0.99357,1
46C,47H,0.99358,1
48C,53C,0.99895,1
48C,57C,0.99853,1
49C,50H,0.99352,1
49C,51C,0.99927,1
51C,52H,0.99353,1
51C,53C,0.99883,1
53C,54H,0.99356,1
56C,60C,0.99997,1
57C,58C,0.99997,1
58C,59H,0.99539,1
60C,61H,0.99534,1
