Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,-1.078499,2.659094,0.439817,1,0.58643,0.00000,0.58643,-0.37015249,-0.00983224,-0.15505,NaN,-0.15505,NaN,NaN,0.00741,0.58643,0.58643,0.00000,42.85112932,91.43780416,62.10204,62.10204,NaN,NaN,90.54518,NaN,7.674354,NaN,NaN,0.58643,10.682075,12.986693,11.149452,0.123203
O,1.976631,0.473274,-0.377261,2,9.57580,0.00000,9.57580,-1.10001495,-0.02261246,-0.42135,NaN,-0.42135,NaN,NaN,0.09762,9.57580,9.57580,0.00000,52.54319088,122.71141824,80.11290,80.11290,NaN,NaN,230.72769,NaN,12.930129,NaN,NaN,9.57580,10.573201,15.343858,12.721899,0.801500
C,4.167874,1.298835,-0.714912,3,4.49790,0.00000,4.49790,-4.45514694,-0.15111053,-2.24274,NaN,-2.24274,NaN,NaN,1.46583,4.49790,4.49790,0.00000,83.16791106,128.21603378,111.55547,111.55547,NaN,NaN,74.19047,NaN,6.903374,NaN,NaN,4.49790,11.934578,15.343858,13.402635,0.265254
C,6.314947,-0.322393,-1.131224,4,5.67868,0.00000,5.67868,-1.97670996,-0.07884641,-0.61898,NaN,-0.61898,NaN,NaN,0.08661,5.67868,5.67868,0.00000,77.44301956,118.03805446,92.71857,92.71857,NaN,NaN,78.28681,NaN,7.225403,NaN,NaN,5.67868,10.608208,15.043646,11.713799,0.939310
H,4.492699,3.345301,-0.689045,5,12.16642,0.00000,12.16642,-3.87967571,-0.00610801,-0.53320,NaN,-0.53320,NaN,NaN,0.48974,12.16642,12.16642,0.00000,30.72259983,121.60555770,93.08836,93.08836,NaN,NaN,401.12986,NaN,15.987912,NaN,NaN,12.16642,9.000325,15.263747,12.261888,1.703965
C,6.074655,-2.977443,-1.296341,6,4.73326,0.00000,4.73326,-1.90186074,-0.05013355,-1.01647,NaN,-1.01647,NaN,NaN,0.22235,4.73326,4.73326,0.00000,75.75358940,114.98250467,91.93735,91.93735,NaN,NaN,60.16251,NaN,6.302549,NaN,NaN,4.73326,10.297943,15.032528,11.168182,0.689885
C,8.711919,0.824897,-1.363554,7,4.79051,0.00000,4.79051,-1.91359941,-0.04138898,-1.01286,NaN,-1.01286,NaN,NaN,0.22502,4.79051,4.79051,0.00000,70.57914168,111.91828855,84.34234,84.34234,NaN,NaN,43.85969,NaN,4.997726,NaN,NaN,4.79051,10.377675,15.032528,11.216010,0.683808
C,8.212636,-4.448674,-1.670484,8,4.72628,0.00000,4.72628,-1.39601973,-0.01528199,-0.76993,NaN,-0.76993,NaN,NaN,0.14070,4.72628,4.72628,0.00000,75.30564668,111.91828855,85.30976,85.30976,NaN,NaN,37.69612,NaN,4.772197,NaN,NaN,4.72628,10.137643,15.032528,10.955083,0.649371
H,4.217364,-3.831321,-1.145747,9,9.22216,0.00000,9.22216,-1.80706658,-0.00469971,-0.40332,NaN,-0.40332,NaN,NaN,0.16947,9.22216,9.22216,0.00000,75.62031528,151.18924905,115.29655,115.29655,NaN,NaN,223.25168,NaN,11.986554,NaN,NaN,9.22216,10.899298,15.343858,12.399112,0.632260
C,10.847404,-0.665775,-1.73344,10,4.71150,0.00000,4.71150,-1.31452150,-0.01333333,-0.74496,NaN,-0.74496,NaN,NaN,0.11576,4.71150,4.71150,0.00000,70.34686265,110.34249451,78.12938,78.12938,NaN,NaN,31.73439,NaN,3.853655,NaN,NaN,4.71150,10.110171,14.965290,10.917752,0.621016
