Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,-1.033979,0.198389,2.735173,1,0.65649,0.00000,0.65649,-0.51682352,-0.00417497,-0.17795,NaN,-0.17795,NaN,NaN,0.01882,0.65649,0.65649,0.00000,38.08328179,99.21091088,59.57480,59.57480,NaN,NaN,167.45613,NaN,10.694957,NaN,NaN,0.65649,10.528785,12.975096,11.203388,0.287631
O,1.428435,2.446044,1.073884,2,9.79345,0.00000,9.79345,-0.93050796,-0.00952675,-0.29999,NaN,-0.29999,NaN,NaN,0.05309,9.79345,9.79345,0.00000,25.83857913,116.65922944,61.01539,61.01539,NaN,NaN,570.54160,NaN,20.575730,NaN,NaN,9.79345,9.980955,15.466284,12.656950,1.007104
C,3.776423,2.416295,1.413708,3,4.53045,0.00000,4.53045,-3.85675776,-0.12936928,-1.95356,NaN,-1.95356,NaN,NaN,0.99653,4.53045,4.53045,0.00000,77.59028120,127.03213248,108.26250,108.26250,NaN,NaN,136.54398,NaN,9.881402,NaN,NaN,4.53045,11.803372,15.387588,13.260626,0.364083
C,5.463385,4.156005,0.187192,4,5.68730,0.00000,5.68730,-1.97545978,-0.06435768,-0.53431,NaN,-0.53431,NaN,NaN,0.09730,5.68730,5.68730,0.00000,71.47609291,115.22527541,89.33180,89.33180,NaN,NaN,105.78544,NaN,8.499766,NaN,NaN,5.68730,10.563939,15.275178,11.685530,0.917689
H,4.599049,0.997615,2.674004,5,9.47937,0.00000,9.47937,-3.24647536,-0.01416234,-0.62710,NaN,-0.62710,NaN,NaN,0.42103,9.47937,9.47937,0.00000,52.15130512,132.33024174,105.78096,105.78096,NaN,NaN,285.14496,NaN,13.480556,NaN,NaN,9.47937,9.199642,15.223213,12.537111,1.458743
C,4.615384,5.883823,-1.663144,6,4.71997,0.00000,4.71997,-1.84789062,-0.04588997,-0.97615,NaN,-0.97615,NaN,NaN,0.21339,4.71997,4.71997,0.00000,66.84183637,111.81488242,83.84629,83.84629,NaN,NaN,81.50360,NaN,7.963081,NaN,NaN,4.71997,10.256028,14.927141,11.100681,0.646716
C,8.041129,4.061528,0.859372,7,4.76244,0.00000,4.76244,-1.90724021,-0.03963227,-0.96658,NaN,-0.96658,NaN,NaN,0.21213,4.76244,4.76244,0.00000,71.31379833,112.80923821,87.77485,87.77485,NaN,NaN,55.83466,NaN,6.000888,NaN,NaN,4.76244,10.377487,14.927141,11.202386,0.638838
C,6.342202,7.483172,-2.818882,8,4.73566,0.00000,4.73566,-1.30409179,-0.01478577,-0.70917,NaN,-0.70917,NaN,NaN,0.12324,4.73566,4.73566,0.00000,66.84183637,111.81488242,81.07702,81.07702,NaN,NaN,59.53245,NaN,6.553284,NaN,NaN,4.73566,10.088263,14.867792,10.899129,0.597070
H,2.627624,5.92542,-2.165745,9,9.16288,0.00000,9.16288,-1.77655393,-0.00071131,-0.36657,NaN,-0.36657,NaN,NaN,0.16335,9.16288,9.16288,0.00000,54.95571029,126.25952557,97.14019,97.14019,NaN,NaN,156.21536,NaN,9.737953,NaN,NaN,9.16288,10.877392,15.387588,12.324634,0.661016
C,9.754464,5.692292,-0.288901,10,4.75286,0.00000,4.75286,-1.17957089,-0.01511002,-0.66421,NaN,-0.66421,NaN,NaN,0.09090,4.75286,4.75286,0.00000,70.26307358,112.05446299,82.79568,82.79568,NaN,NaN,55.89949,NaN,6.333417,NaN,NaN,4.75286,10.071984,14.927141,10.906941,0.613029
