Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,-1.789839,-1.333661,-1.374838,1,0.22951,0.00000,0.22951,-0.36318257,-0.05110853,-0.18790,NaN,-0.18790,NaN,NaN,0.00664,0.22951,0.22951,0.00000,55.90363507,80.99249737,71.76811,71.76811,NaN,NaN,25.83873,NaN,4.243880,NaN,NaN,0.22951,10.626503,12.783570,11.494785,0.268012
O,-4.902103,-0.882015,0.490701,2,10.14806,0.00000,10.14806,-0.93968860,-0.00335768,-0.27981,NaN,-0.27981,NaN,NaN,0.05437,10.14806,10.14806,0.00000,13.15098315,89.35728546,46.86156,46.86156,NaN,NaN,406.82441,NaN,17.649852,NaN,NaN,10.14806,9.918675,15.293673,12.477626,0.906688
C,-7.036964,-0.555338,-0.497115,3,4.47461,0.00000,4.47461,-4.00389539,-0.09979832,-1.97840,NaN,-1.97840,NaN,NaN,1.06856,4.47461,4.47461,0.00000,67.61233536,108.89353370,90.77752,90.77752,NaN,NaN,67.85160,NaN,6.694229,NaN,NaN,4.47461,11.773464,15.234940,13.129124,0.347430
C,-9.335238,-0.518359,0.954506,4,5.71875,0.00000,5.71875,-1.89722601,-0.05361061,-0.52286,NaN,-0.52286,NaN,NaN,0.08896,5.71875,5.71875,0.00000,59.16849531,97.96600613,72.53070,72.53070,NaN,NaN,61.32408,NaN,6.467896,NaN,NaN,5.71875,10.501954,15.188264,11.604057,0.965208
H,-7.170997,-0.256118,-2.539966,5,10.91321,0.00000,10.91321,-3.43749046,-0.00299714,-0.46147,NaN,-0.46147,NaN,NaN,0.39900,10.91321,10.91321,0.00000,27.46704269,114.76467361,82.88576,82.88576,NaN,NaN,406.52576,NaN,16.283931,NaN,NaN,10.91321,8.808809,15.149967,12.064324,1.777411
C,-9.350578,-0.913444,3.596118,6,4.72759,0.00000,4.72759,-1.80262471,-0.03896097,-0.95345,NaN,-0.95345,NaN,NaN,0.20240,4.72759,4.72759,0.00000,53.92156655,92.60717911,66.37285,66.37285,NaN,NaN,36.06052,NaN,4.647930,NaN,NaN,4.72759,10.168136,14.923428,11.022516,0.667262
C,-11.618465,-0.07959,-0.353842,7,4.75039,0.00000,4.75039,-1.82938749,-0.04019838,-0.95135,NaN,-0.95135,NaN,NaN,0.21045,4.75039,4.75039,0.00000,58.14400808,93.31041134,70.29198,70.29198,NaN,NaN,34.24754,NaN,4.604837,NaN,NaN,4.75039,10.253776,14.923428,11.093927,0.669317
C,-11.629741,-0.865145,4.893504,8,4.71576,0.00000,4.71576,-1.26312638,-0.00788390,-0.68930,NaN,-0.68930,NaN,NaN,0.11576,4.71576,4.71576,0.00000,53.92156655,92.60717911,63.65569,63.65569,NaN,NaN,29.49250,NaN,4.026929,NaN,NaN,4.71576,10.013969,14.909058,10.825152,0.629090
H,-7.57992,-1.258809,4.571431,9,9.11653,0.00000,9.11653,-1.72240323,-0.00034760,-0.35448,NaN,-0.35448,NaN,NaN,0.15318,9.11653,9.11653,0.00000,39.53922628,108.73863482,79.87069,79.87069,NaN,NaN,134.04581,NaN,9.222093,NaN,NaN,9.11653,10.756971,15.293673,12.225512,0.664567
C,-13.893525,-0.03215,0.963666,10,4.75462,0.00000,4.75462,-1.12425213,-0.00932880,-0.64038,NaN,-0.64038,NaN,NaN,0.08599,4.75462,4.75462,0.00000,57.50816531,91.38136679,64.59716,64.59716,NaN,NaN,25.47411,NaN,3.768296,NaN,NaN,4.75462,10.002788,14.923428,10.815917,0.621644
