Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,-0.612434,-0.699346,0.602756,1,0.23024,0.00000,0.23024,-0.20284914,-0.03474857,-0.08711,NaN,-0.08711,NaN,NaN,0.00122,0.23024,0.23024,0.00000,51.42052143,84.17391385,72.04188,72.04188,NaN,NaN,66.21424,NaN,7.038646,NaN,NaN,0.23024,10.862703,12.490377,11.549339,0.094841
O,2.784948,-1.569259,-0.09522,2,9.70095,0.00000,9.70095,-0.86154468,-0.00133543,-0.25826,NaN,-0.25826,NaN,NaN,0.05046,9.70095,9.70095,0.00000,19.17835467,98.31942405,50.47064,50.47064,NaN,NaN,328.18755,NaN,15.626491,NaN,NaN,9.70095,9.587527,15.214755,12.433420,0.874973
C,3.617285,-3.541961,-1.136417,3,4.12065,0.00000,4.12065,-3.72484673,-0.09030969,-1.64878,NaN,-1.64878,NaN,NaN,0.82303,4.12065,4.12065,0.00000,53.00840448,111.06264730,88.94420,88.94420,NaN,NaN,135.36304,NaN,9.680989,NaN,NaN,4.12065,9.528191,15.214755,12.804281,1.061014
C,6.25426,-4.202898,-1.043393,4,5.72750,0.00000,5.72750,-1.80104294,-0.01657659,-0.40830,NaN,-0.40830,NaN,NaN,0.10030,5.72750,5.72750,0.00000,61.17038323,100.96872732,73.43935,73.43935,NaN,NaN,60.06618,NaN,6.396993,NaN,NaN,5.72750,10.430837,15.088644,11.534222,0.972499
H,2.330675,-4.73777,-2.225774,5,10.70984,0.00000,10.70984,-3.21566407,-0.00167719,-0.36015,NaN,-0.36015,NaN,NaN,0.26408,10.70984,10.70984,0.00000,28.81932622,117.24596095,86.11081,86.11081,NaN,NaN,404.25136,NaN,15.802043,NaN,NaN,10.70984,8.795604,15.217523,12.184704,1.958901
C,7.998496,-2.790164,0.399378,6,4.73240,0.00000,4.73240,-1.73171273,-0.04458574,-0.89124,NaN,-0.89124,NaN,NaN,0.18792,4.73240,4.73240,0.00000,56.25316637,92.94100071,68.11829,68.11829,NaN,NaN,28.55453,NaN,4.029130,NaN,NaN,4.73240,10.134291,14.671257,10.963580,0.619660
C,7.06823,-6.319983,-2.445712,7,4.73303,0.00000,4.73303,-1.77766081,-0.03394660,-0.88469,NaN,-0.88469,NaN,NaN,0.20206,4.73303,4.73303,0.00000,58.75133229,92.95412225,70.90608,70.90608,NaN,NaN,33.66189,NaN,4.547897,NaN,NaN,4.73303,10.164599,14.779811,11.013894,0.644094
C,10.522792,-3.50383,0.43151,8,4.72599,0.00000,4.72599,-1.15532834,-0.00379396,-0.60886,NaN,-0.60886,NaN,NaN,0.10086,4.72599,4.72599,0.00000,56.07052725,92.63609274,66.34981,66.34981,NaN,NaN,32.23382,NaN,4.377066,NaN,NaN,4.72599,9.951527,14.779811,10.764827,0.617693
C,9.604004,-7.012515,-2.412526,9,4.71214,0.00000,4.71214,-0.97712797,-0.00731403,-0.53788,NaN,-0.53788,NaN,NaN,0.07176,4.71214,4.71214,0.00000,58.29624022,92.68313277,65.47346,65.47346,NaN,NaN,25.68619,NaN,3.746094,NaN,NaN,4.71214,9.937415,14.779811,10.744688,0.614682
H,5.701304,-7.393765,-3.539897,10,8.81969,0.00000,8.81969,-1.69682418,-0.00053979,-0.34384,NaN,-0.34384,NaN,NaN,0.14668,8.81969,8.81969,0.00000,72.96098021,121.94723099,93.36902,93.36902,NaN,NaN,168.84004,NaN,11.113654,NaN,NaN,8.81969,10.725644,15.217523,12.245807,0.626574
