Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,0.665953,-2.966715,2.235297,1,0.45074,0.00000,0.45074,-0.60183863,-0.01752405,-0.21346,NaN,-0.21346,NaN,NaN,0.02159,0.45074,0.45074,0.00000,37.25721380,76.69825044,58.67382,58.67382,NaN,NaN,86.72965,NaN,7.760226,NaN,NaN,0.45074,10.703964,12.107031,11.324298,0.069380
O,-2.629904,-2.665789,0.623738,2,9.44662,0.00000,9.44662,-1.01826333,-0.00693026,-0.32847,NaN,-0.32847,NaN,NaN,0.06493,9.44662,9.44662,0.00000,19.34481081,125.48157042,65.32771,65.32771,NaN,NaN,854.32847,NaN,25.269164,NaN,NaN,9.44662,9.821603,15.444410,12.668162,1.079700
C,-3.245032,-2.639112,-1.676873,3,4.09649,0.00000,4.09649,-4.32315780,-0.10123387,-1.87329,NaN,-1.87329,NaN,NaN,1.05009,4.09649,4.09649,0.00000,68.94682144,142.66679600,110.66810,110.66810,NaN,NaN,366.32874,NaN,17.479080,NaN,NaN,4.09649,9.717106,15.349939,12.944229,1.015546
C,-5.823059,-3.004417,-2.47127,4,5.67207,0.00000,5.67207,-2.06710919,-0.07194111,-0.62413,NaN,-0.62413,NaN,NaN,0.06966,5.67207,5.67207,0.00000,74.05481035,125.04142947,91.93793,91.93793,NaN,NaN,115.81702,NaN,8.975536,NaN,NaN,5.67207,10.577801,15.077509,11.652753,0.907803
H,-1.829431,-2.199547,-3.116835,5,9.32108,0.00000,9.32108,-3.91026835,-0.02468182,-0.62912,NaN,-0.62912,NaN,NaN,0.43784,9.32108,9.32108,0.00000,60.96980438,146.09048406,115.09947,115.09947,NaN,NaN,368.71867,NaN,16.100297,NaN,NaN,9.32108,9.549025,15.523998,12.841948,1.146966
C,-7.715975,-3.784558,-0.760666,6,4.75286,0.00000,4.75286,-1.82699383,-0.03612652,-0.97919,NaN,-0.97919,NaN,NaN,0.18961,4.75286,4.75286,0.00000,65.30688186,110.84541531,81.42240,81.42240,NaN,NaN,61.55721,NaN,6.551218,NaN,NaN,4.75286,10.230656,14.825037,11.113623,0.619525
C,-6.431944,-2.511722,-5.019904,7,4.74602,0.00000,4.74602,-1.86324863,-0.05518171,-0.99507,NaN,-0.99507,NaN,NaN,0.20904,4.74602,4.74602,0.00000,72.11300069,119.42705760,90.13825,90.13825,NaN,NaN,73.37836,NaN,7.026786,NaN,NaN,4.74602,10.285646,14.942645,11.134066,0.658773
C,-10.182844,-4.066409,-1.605351,8,4.73180,0.00000,4.73180,-1.35775156,-0.01398743,-0.74649,NaN,-0.74649,NaN,NaN,0.13159,4.73180,4.73180,0.00000,65.30688186,110.84541531,76.96350,76.96350,NaN,NaN,47.46475,NaN,5.276666,NaN,NaN,4.73180,10.062346,14.942645,10.886796,0.620290
H,-7.213013,-4.159516,1.191376,9,9.15045,0.00000,9.15045,-1.77684222,-0.00069399,-0.36968,NaN,-0.36968,NaN,NaN,0.16155,9.15045,9.15045,0.00000,46.89760065,111.84194661,87.80055,87.80055,NaN,NaN,103.63395,NaN,7.815299,NaN,NaN,9.15045,10.754170,15.349939,12.237524,0.616194
C,-8.915921,-2.769834,-5.842572,10,4.73478,0.00000,4.73478,-1.29263956,-0.01765232,-0.72512,NaN,-0.72512,NaN,NaN,0.11237,4.73478,4.73478,0.00000,70.11676540,111.56498409,81.71851,81.71851,NaN,NaN,43.93089,NaN,5.264124,NaN,NaN,4.73478,10.061380,14.942645,10.871627,0.626319
H,-4.951988,-1.923269,-6.317916,11,8.82081,0.00000,8.82081,-1.74379131,-0.00066553,-0.38877,NaN,-0.38877,NaN,NaN,0.16774,8.82081,8.82081,0.00000,88.47770749,144.61189110,114.61296,114.61296,NaN,NaN,205.60923,NaN,12.260081,NaN,NaN,8.82081,10.945668,15.358824,12.378794,0.609822
C,-10.784784,-3.551396,-4.137746,12,4.74235,0.00000,4.74235,-1.74114157,-0.01398743,-0.97280,NaN,-0.97280,NaN,NaN,0.21055,4.74235,4.74235,0.00000,68.57277161,111.56498409,81.07433,81.07433,NaN,NaN,38.58201,NaN,4.731247,NaN,NaN,4.74235,10.313930,14.942645,11.050750,0.573351
H,-11.650566,-4.675443,-0.307714,13,8.92053,0.00000,8.92053,-1.31527082,-0.00026997,-0.31193,NaN,-0.31193,NaN,NaN,0.10727,8.92053,8.92053,0.00000,73.08022780,120.08433444,92.04482,92.04482,NaN,NaN,137.69262,NaN,9.459795,NaN,NaN,8.92053,10.636736,14.640025,12.086314,0.613695
H,-9.402321,-2.38008,-7.797125,14,8.92088,0.00000,8.92088,-1.25740508,-0.00014195,-0.29977,NaN,-0.29977,NaN,NaN,0.09643,8.92088,8.92088,0.00000,79.56790332,128.67129359,100.12085,100.12085,NaN,NaN,150.92601,NaN,10.072845,NaN,NaN,8.92088,10.656300,14.746512,12.130532,0.613369
H,-12.721651,-3.766634,-4.783976,15,8.86004,0.00000,8.86004,-1.65027352,-0.00047889,-0.36776,NaN,-0.36776,NaN,NaN,0.15751,8.86004,8.86004,0.00000,80.07194415,124.29188855,96.66756,96.66756,NaN,NaN,128.68700,NaN,9.206439,NaN,NaN,8.86004,10.944804,14.654646,12.191017,0.576193
