Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,1.112274,-1.819562,1.775675,1,0.36833,0.00000,0.36833,-0.68536542,-0.06891604,-0.33330,NaN,-0.33330,NaN,NaN,0.02360,0.36833,0.36833,0.00000,45.47306590,102.90500050,65.99560,65.99560,NaN,NaN,181.18156,NaN,10.293004,NaN,NaN,0.36833,10.695587,12.967788,11.413727,0.227731
O,-1.838894,-1.467501,-0.378983,2,9.05744,0.00000,9.05744,-0.91596177,-0.02511228,-0.35468,NaN,-0.35468,NaN,NaN,0.05598,9.05744,9.05744,0.00000,53.99780357,117.20545257,78.80111,78.80111,NaN,NaN,164.38298,NaN,10.495490,NaN,NaN,9.05744,10.618593,15.374541,12.823735,0.712195
C,-3.505085,-3.083961,-0.89611,3,4.14076,0.00000,4.14076,-4.32743745,-0.14946516,-1.95909,NaN,-1.95909,NaN,NaN,1.04378,4.14076,4.14076,0.00000,76.17193486,119.94464922,105.02395,105.02395,NaN,NaN,58.00341,NaN,5.944751,NaN,NaN,4.14076,9.808922,15.374541,12.987422,0.927025
C,-5.773455,-2.438954,-2.25806,4,5.65920,0.00000,5.65920,-2.18848002,-0.07308396,-0.61966,NaN,-0.61966,NaN,NaN,0.07813,5.65920,5.65920,0.00000,77.17790962,112.88186825,90.45465,90.45465,NaN,NaN,57.11975,NaN,6.111131,NaN,NaN,5.65920,10.580599,15.270806,11.679905,0.920934
H,-3.193654,-5.061382,-0.387505,5,10.55559,0.00000,10.55559,-3.65994921,-0.01268885,-0.48483,NaN,-0.48483,NaN,NaN,0.38497,10.55559,10.55559,0.00000,31.45117327,123.64223963,92.63893,92.63893,NaN,NaN,466.05221,NaN,16.936198,NaN,NaN,10.55559,8.930947,15.348406,12.247200,2.047741
C,-6.174302,0.007206,-3.245493,6,4.72370,0.00000,4.72370,-1.79867039,-0.04756736,-0.98747,NaN,-0.98747,NaN,NaN,0.19717,4.72370,4.72370,0.00000,75.79841780,110.39060906,90.77951,90.77951,NaN,NaN,47.38465,NaN,5.642962,NaN,NaN,4.72370,10.304968,15.005216,11.146807,0.635288
C,-7.599163,-4.346818,-2.626092,7,4.69318,0.00000,4.69318,-1.92338278,-0.04605213,-1.01426,NaN,-1.01426,NaN,NaN,0.21958,4.69318,4.69318,0.00000,70.28458212,110.39060906,83.31821,83.31821,NaN,NaN,36.69554,NaN,4.531161,NaN,NaN,4.69318,10.307561,15.005216,11.158623,0.661353
C,-8.385703,0.532646,-4.554384,8,4.74819,0.00000,4.74819,-1.40563081,-0.01536293,-0.76560,NaN,-0.76560,NaN,NaN,0.13844,4.74819,4.74819,0.00000,74.73984922,110.39060906,84.73357,84.73357,NaN,NaN,35.67546,NaN,4.680462,NaN,NaN,4.74819,10.129443,15.005216,10.929993,0.622272
H,-4.734692,1.442632,-2.994859,9,9.74231,0.00000,9.74231,-1.75717395,-0.00963726,-0.44648,NaN,-0.44648,NaN,NaN,0.16521,9.74231,9.74231,0.00000,73.42878669,145.73956635,112.51629,112.51629,NaN,NaN,187.59957,NaN,10.968908,NaN,NaN,9.74231,10.949687,15.374541,12.368271,0.618021
C,-9.817328,-3.801672,-3.929075,10,4.73702,0.00000,4.73702,-1.29496665,-0.01610371,-0.73856,NaN,-0.73856,NaN,NaN,0.11183,4.73702,4.73702,0.00000,69.98388228,108.73724501,77.68411,77.68411,NaN,NaN,28.49265,NaN,3.707697,NaN,NaN,4.73702,10.085046,14.804681,10.888945,0.595134
