Atom1,Atom2,Connectivity,Nearest_Integer
2O,3C,0.99944,1
3C,4C,0.99808,1
3C,5H,0.99202,1
4C,6C,0.99870,1
4C,7C,0.99873,1
6C,8C,0.99914,1
6C,9H,0.99355,1
7C,10C,0.99909,1
7C,11H,0.99330,1
8C,12C,0.99886,1
8C,13H,0.99347,1
10C,12C,0.99894,1
10C,14H,0.99348,1
12C,15H,0.99336,1
16C,17C,0.99978,1
16C,18H,0.99299,1
16C,19H,0.99298,1
17C,20C,0.99981,1
20C,21H,0.99274,1
24O,42N,0.99444,1
25O,43N,0.99403,1
26C,27C,0.99642,1
26C,31C,0.99927,1
26C,42N,0.99891,1
27C,33C,0.99926,1
27C,43N,0.99889,1
28C,35C,0.99840,1
28C,41C,0.99388,1
28C,43N,0.99863,1
29C,30C,0.99843,1
29C,42N,0.99865,1
29C,44C,0.99369,1
30C,32C,0.99895,1
30C,45C,0.98997,1
31C,32C,0.99913,1
31C,36H,0.99377,1
32C,37H,0.99414,1
33C,34C,0.99913,1
33C,38H,0.99377,1
34C,35C,0.99895,1
34C,39H,0.99412,1
35C,40C,0.98985,1
40C,58C,0.99058,1
40C,59C,0.99039,1
40C,60C,0.99027,1
41C,79C,0.99147,1
41C,80C,0.99101,1
41C,81H,0.99374,1
44C,70C,0.99104,1
44C,71H,0.99375,1
44C,72C,0.99173,1
45C,46C,0.99043,1
45C,47C,0.99024,1
45C,48C,0.99058,1
46C,49H,0.99297,1
46C,50H,0.99214,1
46C,51H,0.99212,1
47C,52H,0.99206,1
47C,53H,0.99255,1
47C,54H,0.99206,1
48C,55H,0.99207,1
48C,56H,0.99235,1
48C,57H,0.99216,1
58C,61H,0.99207,1
58C,62H,0.99236,1
58C,63H,0.99219,1
59C,67H,0.99210,1
59C,68H,0.99309,1
59C,69H,0.99217,1
60C,64H,0.99207,1
60C,65H,0.99205,1
60C,66H,0.99260,1
70C,73H,0.99214,1
70C,74H,0.99298,1
70C,75H,0.99205,1
72C,76H,0.99208,1
72C,77H,0.99254,1
72C,78H,0.99376,1
79C,82H,0.99201,1
79C,83H,0.99250,1
79C,84H,0.99338,1
80C,85H,0.99293,1
80C,86H,0.99209,1
80C,87H,0.99208,1
