Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,0.675766,-1.741781,1.619231,1,0.40973,0.00000,0.40973,-0.60042421,-0.01580096,-0.17237,NaN,-0.17237,NaN,NaN,0.03116,0.40973,0.40973,0.00000,40.96167939,97.20446776,69.38709,69.38709,NaN,NaN,158.87169,NaN,10.357830,NaN,NaN,0.40973,10.685404,13.016279,11.480356,0.249995
O,4.00145,-2.706789,0.522957,2,10.01911,0.00000,10.01911,-0.86783254,-0.00259073,-0.27178,NaN,-0.27178,NaN,NaN,0.04819,10.01911,10.01911,0.00000,21.06716014,97.67454281,49.78039,49.78039,NaN,NaN,335.06872,NaN,15.406006,NaN,NaN,10.01911,9.952113,15.190362,12.438092,0.843653
C,5.260667,-4.660529,1.001995,3,4.54174,0.00000,4.54174,-3.86796251,-0.10192987,-1.83013,NaN,-1.83013,NaN,NaN,0.88717,4.54174,4.54174,0.00000,70.15128898,103.06870391,88.78107,88.78107,NaN,NaN,35.31210,NaN,4.627550,NaN,NaN,4.54174,11.586679,15.190362,12.919394,0.550091
C,7.435677,-5.368185,-0.481876,4,5.69588,0.00000,5.69588,-1.85174545,-0.04456661,-0.52170,NaN,-0.52170,NaN,NaN,0.08687,5.69588,5.69588,0.00000,64.17470532,95.51011168,74.20869,74.20869,NaN,NaN,43.20614,NaN,5.436274,NaN,NaN,5.69588,10.440002,14.951576,11.541135,0.949394
H,4.739435,-5.844437,2.617737,5,10.24647,0.00000,10.24647,-3.30724824,-0.00904771,-0.47171,NaN,-0.47171,NaN,NaN,0.38882,10.24647,10.24647,0.00000,19.31360857,108.93823296,78.76943,78.76943,NaN,NaN,464.07385,NaN,16.720509,NaN,NaN,10.24647,8.813592,15.147814,12.126995,2.159245
C,8.081671,-4.0703,-2.721901,6,4.75128,0.00000,4.75128,-1.72784231,-0.02799734,-0.91181,NaN,-0.91181,NaN,NaN,0.18786,4.75128,4.75128,0.00000,61.31228795,93.53586849,72.78281,72.78281,NaN,NaN,29.25442,NaN,4.368488,NaN,NaN,4.75128,10.115627,14.843955,10.986686,0.676888
C,8.911317,-7.426507,0.34822,7,4.74238,0.00000,4.74238,-1.77084858,-0.04456661,-0.92336,NaN,-0.92336,NaN,NaN,0.19617,4.74238,4.74238,0.00000,58.23028553,93.62523886,69.69007,69.69007,NaN,NaN,30.65732,NaN,4.191067,NaN,NaN,4.74238,10.191073,14.841638,11.017815,0.649750
C,10.18778,-4.821606,-4.094029,8,4.72808,0.00000,4.72808,-1.24407598,-0.00933311,-0.67056,NaN,-0.67056,NaN,NaN,0.11094,4.72808,4.72808,0.00000,61.14457132,93.49268401,68.91337,68.91337,NaN,NaN,27.50670,NaN,4.126029,NaN,NaN,4.72808,9.983782,14.796607,10.787649,0.619701
H,6.900643,-2.518206,-3.353597,9,9.18484,0.00000,9.18484,-1.64754071,-0.00207165,-0.39754,NaN,-0.39754,NaN,NaN,0.13413,9.18484,9.18484,0.00000,44.08825374,117.48568317,88.45962,88.45962,NaN,NaN,157.75971,NaN,10.085509,NaN,NaN,9.18484,10.682533,15.190362,12.201560,0.603397
C,11.028676,-8.159066,-1.03153,10,4.74725,0.00000,4.74725,-1.10025227,-0.01100543,-0.62239,NaN,-0.62239,NaN,NaN,0.08173,4.74725,4.74725,0.00000,58.19600692,93.62523886,65.07693,65.07693,NaN,NaN,27.08723,NaN,3.742569,NaN,NaN,4.74725,9.959234,14.841638,10.775562,0.646444
H,8.383549,-8.420637,2.066268,11,8.80258,0.00000,8.80258,-1.66867171,-0.00145104,-0.35588,NaN,-0.35588,NaN,NaN,0.14695,8.80258,8.80258,0.00000,70.35372814,117.52524210,89.74881,89.74881,NaN,NaN,153.58072,NaN,10.533799,NaN,NaN,8.80258,10.788116,15.144705,12.242226,0.627453
C,11.663741,-6.858712,-3.24691,12,4.75013,0.00000,4.75013,-1.43525629,-0.00698257,-0.83683,NaN,-0.83683,NaN,NaN,0.14730,4.75013,4.75013,0.00000,59.46526849,93.62523886,68.62740,68.62740,NaN,NaN,25.85957,NaN,3.919721,NaN,NaN,4.75013,10.200173,14.843955,10.946819,0.601024
H,10.692441,-3.8432,-5.826007,13,8.94196,0.00000,8.94196,-1.21158954,-0.00059692,-0.28007,NaN,-0.28007,NaN,NaN,0.08566,8.94196,8.94196,0.00000,70.65579054,119.43338490,89.88951,89.88951,NaN,NaN,159.11524,NaN,10.322935,NaN,NaN,8.94196,10.586428,14.585804,12.039020,0.615979
H,12.177754,-9.735848,-0.397079,14,8.91420,0.00000,8.91420,-1.06647209,-0.00040091,-0.25127,NaN,-0.25127,NaN,NaN,0.06885,8.91420,8.91420,0.00000,66.42923331,112.82472266,83.85275,83.85275,NaN,NaN,150.05339,NaN,9.922874,NaN,NaN,8.91420,10.531955,14.626650,12.021236,0.618227
H,13.310237,-7.437792,-4.328531,15,8.88134,0.00000,8.88134,-1.37052256,-0.00023499,-0.30646,NaN,-0.30646,NaN,NaN,0.10764,8.88134,8.88134,0.00000,71.41265694,115.17549022,86.86407,86.86407,NaN,NaN,138.02290,NaN,9.600936,NaN,NaN,8.88134,10.774540,14.557200,12.105400,0.576269
C,1.353184,-8.373513,-1.831636,16,3.89078,0.00000,3.89078,-0.75510181,-0.03396499,-0.41998,NaN,-0.41998,NaN,NaN,0.04025,3.89078,3.89078,0.00000,30.25047231,62.92262206,45.39236,45.39236,NaN,NaN,70.83708,NaN,7.295707,NaN,NaN,3.89078,8.684661,11.581737,9.409515,0.288689
C,0.226283,-6.194987,-1.453379,17,10.41224,0.00000,10.41224,-0.65204248,-0.01332576,-0.35297,NaN,-0.35297,NaN,NaN,0.02541,10.41224,10.41224,0.00000,23.93988695,88.33323089,50.87424,50.87424,NaN,NaN,122.01831,NaN,8.811213,NaN,NaN,10.41224,8.928536,13.533589,10.323766,0.708733
H,0.794031,-10.058005,-0.788435,18,8.99579,0.00000,8.99579,-0.70595627,-0.00204769,-0.25333,NaN,-0.25333,NaN,NaN,0.01915,8.99579,8.99579,0.00000,39.51227514,103.31546302,67.46507,67.46507,NaN,NaN,247.69781,NaN,13.005419,NaN,NaN,8.99579,9.411591,13.219637,11.445459,0.475920
H,2.848533,-8.570751,-3.232025,19,9.02564,0.00000,9.02564,-0.69138353,-0.00271130,-0.25569,NaN,-0.25569,NaN,NaN,0.01707,9.02564,9.02564,0.00000,41.42105006,109.62933694,72.91323,72.91323,NaN,NaN,259.11941,NaN,13.357117,NaN,NaN,9.02564,9.344477,13.211421,11.460555,0.482580
C,-0.717151,-3.983894,-0.939143,20,4.68560,0.00000,4.68560,-0.78612587,-0.01332576,-0.33610,NaN,-0.33610,NaN,NaN,0.05438,4.68560,4.68560,0.00000,23.63153939,92.50630735,45.08330,45.08330,NaN,NaN,179.18162,NaN,10.450655,NaN,NaN,4.68560,8.852161,13.138023,9.844113,0.688289
H,-2.311923,-3.313308,-2.054833,21,10.04629,0.00000,10.04629,-1.36433922,-0.07543684,-0.27478,NaN,-0.27478,NaN,NaN,0.03031,10.04629,10.04629,0.00000,42.71965281,123.46546245,83.53631,83.53631,NaN,NaN,452.77740,NaN,18.731552,NaN,NaN,10.04629,9.552916,14.513401,11.731768,0.760889
Cl,2.56773,1.007492,4.239825,22,22.01970,0.00000,22.01970,-0.39964087,-0.00527182,-0.09636,NaN,-0.09636,NaN,NaN,0.00921,22.01970,20.44702,1.57268,-4.74997446,77.96291553,20.62036,22.38152,-2.27711,178.60305,176.75792,1.84513,11.553524,0.010224,1.826070,22.01970,8.700342,11.904519,9.335100,0.280559
Cl,0.465443,-4.590927,4.752508,23,21.32957,0.00000,21.32957,-0.36381285,-0.00155368,-0.08719,NaN,-0.08719,NaN,NaN,0.00785,21.32957,18.91883,2.41074,-7.32187757,84.86689132,15.09223,17.47143,-3.57915,117.24917,112.79557,4.45360,8.925777,0.036541,4.284431,21.32957,8.590185,11.854592,9.219524,0.280715
O,0.833998,0.665288,-1.134939,24,9.13244,0.00000,9.13244,-1.25437213,-0.01324437,-0.23237,NaN,-0.23237,NaN,NaN,0.01990,9.13244,9.13244,0.00000,17.64446251,112.34209153,47.43568,47.43568,NaN,NaN,442.70182,NaN,17.820953,NaN,NaN,9.13244,10.309390,15.418522,11.721815,1.252542
O,-2.421249,-0.26085,2.608158,25,10.11168,0.00000,10.11168,-1.25876503,-0.00155368,-0.19810,NaN,-0.19810,NaN,NaN,0.01999,10.11168,10.11168,0.00000,1.94113232,107.93812508,36.62058,36.62058,NaN,NaN,620.08073,NaN,21.047483,NaN,NaN,10.11168,9.732529,15.669061,11.737476,1.251176
C,-1.927574,3.940018,-0.255669,26,4.01543,0.00000,4.01543,-1.79461360,-0.04544605,-0.94425,NaN,-0.94425,NaN,NaN,0.22624,4.01543,4.01543,0.00000,73.67429485,139.23165558,103.59735,103.59735,NaN,NaN,275.29666,NaN,15.100788,NaN,NaN,4.01543,11.086547,16.226006,12.676764,1.269656
C,-4.005601,2.126838,-0.717478,27,4.08659,0.00000,4.08659,-1.83881763,-0.03550589,-0.97545,NaN,-0.97545,NaN,NaN,0.24174,4.08659,4.08659,0.00000,82.20704696,140.31302293,110.92400,110.92400,NaN,NaN,111.40828,NaN,8.692023,NaN,NaN,4.08659,11.240380,16.234886,12.783843,1.241826
C,-6.196469,-1.609404,0.745293,28,5.02314,0.00000,5.02314,-1.87003712,-0.01810398,-1.07825,NaN,-1.07825,NaN,NaN,0.24622,5.02314,5.02314,0.00000,84.81878538,141.29347372,100.96261,100.96261,NaN,NaN,75.73841,NaN,6.167288,NaN,NaN,5.02314,11.538820,16.341442,12.719218,0.830328
C,2.552587,4.705443,-0.630834,29,5.55747,0.00000,5.55747,-1.82317557,-0.01918336,-0.95930,NaN,-0.95930,NaN,NaN,0.22929,5.55747,5.55747,0.00000,48.30888901,140.15520770,90.47492,90.47492,NaN,NaN,242.79529,NaN,13.468401,NaN,NaN,5.55747,9.665997,16.443336,12.412708,0.969940
C,2.211643,7.288286,0.007829,30,5.17444,0.00000,5.17444,-1.71417092,-0.02603989,-0.97391,NaN,-0.97391,NaN,NaN,0.15394,5.17444,5.17444,0.00000,76.28474630,137.65686718,93.19080,93.19080,NaN,NaN,71.27488,NaN,6.975276,NaN,NaN,5.17444,10.965032,15.944996,12.112582,0.749905
C,-2.347183,6.447521,0.422809,31,4.93247,0.00000,4.93247,-1.48773348,-0.02740743,-0.87925,NaN,-0.87925,NaN,NaN,0.12045,4.93247,4.93247,0.00000,81.35618149,137.75463944,103.23862,103.23862,NaN,NaN,145.50587,NaN,9.947738,NaN,NaN,4.93247,11.144698,15.853751,12.247805,0.849321
