Sample Name,Atom Number,Occupied Orbitals,Molecule Weight,HOMO,LUMO,HOMO-LUMO Gap,Principal_Moment_I1,Principal_Moment_I2,Principal_Moment_I3,Farthest Distance,Molecular Radius,Molecular Size Short,Molecular Size Medium,Molecular Size Long,Long/Sum Size Ratio,Length/Diameter,MPP,SDP,Dipole Moment (a.u.),ODI LUMO+1,ODI LUMO,ODI HOMO,ODI HOMO-1,ODI Mean,ODI Std,Isosurface area,Sphericity,LEAE Minimal Value,LEAE Maximal Value,LEAE Average Value,Surface exposed atom num,ESP Minimal Value,ESP Maximal Value,ESP Overall Average Value (kcal/mol),ESP Overall Variance ((kcal/mol)^2),Balance of Charges (nu),Product of sigma^2_tot and nu ((kcal/mol)^2),Internal Charge Separation (Pi) (kcal/mol),Molecular Polarity Index (MPI) (kcal/mol),Polar Surface Area (Angstrom^2),Polar Surface Area (%),ALIE Minimal Value,ALIE Maximal Value,ALIE Average Value,ALIE Variance,Shape_Gyradius,Shape_Asphericity,Shape_Relative_Gyradius,Shape_Waist_Variance,Shape_Geometric_Asphericity
7k_R_bp3,99,219.0,841.74417,-0.226071,-0.140316,0.085756,11242.47,11966.733,15524.106,14.707,8.553,12.315,14.862,16.57,0.37876882986261917,0.9686659651584238,2.479304,9.935475,7.217752,14.73,14.24,14.3,6.55,12.454999999999998,3.4144875164510413,669.5781,0.4581,-3.39774,-5e-05,-0.2741,99,-7.14753,147.76573,77.43904,803.70841,0.00535756,4.30592,23.45896,77.48254,655.64,97.92,8.49429,16.21657,11.46397,1.49688,9.064315799304783,0.030858064391991232,1.3031994217278304,30.157646197554964,0.021255882614909596
2f_S_bp5,83,175.0,668.70477,-0.232216,-0.14115,0.091066,6597.0262,10010.193,14986.02,17.685,10.043,9.026,15.236,19.938,0.4510859728506787,0.9926316837598327,1.382292,6.394974,3.418544,11.9,18.22,10.48,5.25,11.462499999999999,4.6210300529211015,565.40227,0.4757,-3.42885,-2e-05,-0.3324,83,8.77824,156.78966,75.52648,685.26993,0.0,0.0,20.85313,75.52648,564.83,99.9,8.6482,16.4717,11.5084,1.57592,9.18473258266056,0.14496630494223584,1.3656449375596034,84.75900201611083,0.1263799157141024
4j_S_bp3,77,177.0,684.66271,-0.22252,-0.152745,0.069775,5771.2032,8612.7768,10025.439,14.102,8.251,11.539,13.518,15.372,0.3802221177867372,0.9315234517028239,2.041071,9.089605,6.044517,4.27,5.26,5.55,5.01,5.022499999999999,0.47462485185670594,542.62835,0.4908,-3.60488,-0.00023,-0.37501,77,-4.44606,158.12974,75.52307,932.61776,0.00141882,1.32322,25.22798,75.54665,530.1,97.69,8.60278,16.51156,11.49917,1.81135,7.97859747134391,0.06771442384850046,1.2405381821605606,50.057364966017204,0.019962256043093263
5i_S_bp4,59,149.0,582.48935,-0.239402,-0.167927,0.071475,5205.1436,7111.7213,10513.248,15.091,8.745,8.162,14.526,17.331,0.43306929208625894,0.990909090909091,1.150719,5.320544,7.112821,20.42,17.4,7.23,7.34,13.0975,5.909883141822688,447.97519,0.517,-3.72001,-0.00013,-0.5008,59,-10.50059,174.88605,80.61437,1286.7534,0.00632936,8.14433,30.10698,80.68302,431.05,96.22,8.80278,17.21525,11.81702,1.95839,8.365592379037835,0.11525436865362543,1.369394333499343,116.73558833720226,0.11456935962486633
5f_S_bp1,75,161.0,616.63006,-0.229176,-0.145141,0.084035,5278.7139,7904.5723,11348.899,15.788,9.094,8.752,15.312,17.953,0.42727943451460126,0.9870793930063778,1.441454,5.974547,3.503635,18.18,17.16,15.02,5.19,13.8875,5.149365859016039,511.10876,0.4939,-4.04792,-2e-05,-0.36125,75,7.09825,149.69816,76.66381,669.78698,0.0,0.0,19.60176,76.66381,508.17,99.42,8.46993,16.50074,11.59456,1.6937,8.428352757965978,0.12686981080433515,1.3089946211202252,76.05585350377257,0.10631063437400841
1h_R_bp1,49,123.0,480.39565,-0.232111,-0.152114,0.079997,2565.6847,5108.2427,6557.5121,13.686,8.043,7.569,12.551,15.867,0.4409092172173285,0.9863856769861993,1.13815,4.67484,3.962221,18.82,14.84,6.88,4.81,11.3375,5.716923888770954,376.29055,0.5427,-4.02195,-0.0001,-0.52149,49,5.77609,164.75829,81.06157,1126.58879,0.0,0.0,27.70255,81.06157,374.04,99.4,8.63184,17.06379,11.70759,2.35851,7.272981152468016,0.16186816970109624,1.3200665343362665,70.06306131478554,0.11217068552012638
3d_S_bp5,75,151.0,572.61888,-0.228719,-0.148364,0.080355,4436.4376,7579.2874,10079.572,15.265,8.833,9.236,12.762,17.25,0.439512841418671,0.9764519415827012,1.489816,6.620911,5.325419,15.95,17.36,15.45,6.9,13.915000000000001,4.110222013468372,494.12131,0.4965,-4.48551,-4e-05,-0.33733,75,-3.26433,155.91282,81.48807,811.54214,0.00092035,0.74691,22.10821,81.50042,478.9,96.92,8.44494,16.45282,11.63906,1.67301,8.30049306043253,0.13421121961830185,1.3635169699323137,61.127450391283425,0.08868685752223551
4f_S_bp1,75,161.0,616.63006,-0.230728,-0.150344,0.080385,4567.9931,7747.9775,9748.5778,14.002,8.201,9.542,12.425,16.136,0.42348371519302946,0.9837824655529812,1.733627,6.663512,3.394348,14.06,13.86,5.8,11.39,11.2775,3.332689416972425,506.2969,0.4991,-3.8874,-0.00012,-0.36934,75,6.01249,151.63748,76.64221,681.26809,0.0,0.0,19.86308,76.64221,504.32,99.61,8.58677,16.51894,11.5697,1.6776,7.993227772852625,0.11638885246119274,1.3399817031708203,41.12675172172225,0.06481211079731503
1j_S_bp1,65,151.0,584.54506,-0.228794,-0.142634,0.08616,3885.2951,6935.901,9099.7623,13.413,7.907,8.318,12.758,14.954,0.4150430197058007,0.94561780700645,1.443164,5.86134,3.871467,17.9,14.52,6.47,12.08,12.7425,4.169606546186342,464.76503,0.5122,-3.63614,-5e-05,-0.42697,65,4.23183,157.94116,76.84663,872.76343,0.0,0.0,23.74729,76.84663,461.86,99.38,8.54122,16.68588,11.57069,1.93382,7.80069377142662,0.14101687696844548,1.3917701268788276,36.92033830833047,0.07525883767594614
2i_R_bp1,67,163.0,634.56406,-0.234162,-0.163943,0.070219,5965.5856,10044.743,14324.585,17.796,10.098,8.656,15.186,19.493,0.44982116072458755,0.9651911269558326,1.339922,6.209481,5.281816,19.58,17.55,6.73,5.4,12.315,6.308623066882344,502.38282,0.495,-3.88218,-2e-05,-0.44775,67,-5.88575,174.20496,77.22482,1117.61629,0.00260538,2.91182,26.99457,77.23888,497.39,99.01,8.66807,17.27539,11.72643,1.98406,9.238908627230328,0.15340349017078891,1.4050597981466375,126.2483651312787,0.1302895933812128
5g_R_bp3,81,169.0,644.6833,-0.229419,-0.149517,0.079903,4569.7813,8739.8804,9725.3242,14.861,8.63,11.087,12.324,16.872,0.41883673013429984,0.9775202780996523,2.09665,8.348676,6.542161,8.79,16.86,12.39,4.98,10.754999999999999,4.391927253495895,537.74945,0.4897,-4.51445,-0.00026,-0.34694,81,-3.1654,154.6225,79.82908,862.46065,0.00090117,0.77723,23.31215,79.83895,526.52,97.91,8.46025,16.22347,11.58175,1.5948,7.987423588248008,0.11712371286045216,1.2582970925442623,45.56647731483157,0.04976227826327873
1i_R_bp4,47,123.0,482.3717,-0.240836,-0.168604,0.072232,2716.9537,5100.3148,6161.4822,13.235,7.818,9.117,11.796,15.44,0.42472423183781255,0.9874648247633666,1.314131,6.026225,8.214867,15.27,14.64,7.88,6.33,11.03,3.9693261392835937,371.96241,0.5415,-3.81978,-1e-05,-0.59219,47,-6.45649,186.66643,88.51688,1818.06674,0.00206706,3.75806,36.05007,88.54153,357.95,96.23,8.87749,17.50478,12.00696,2.41309,7.193331675188428,0.13082642807462794,1.264171490327947,90.64818875583119,0.06559745762431313
3c_R_bp4,69,159.0,613.45564,-0.233721,-0.14609,0.087631,5076.4649,7774.1707,10755.415,15.116,8.758,8.688,13.805,16.912,0.4291841136911559,0.9655172413793104,1.295767,5.68004,6.136545,14.02,15.31,6.64,13.01,12.245,3.337143239359078,490.76132,0.4986,-3.64727,-5e-05,-0.35415,69,-10.52272,166.15655,81.50111,921.05261,0.00940962,8.66676,23.92845,81.61828,469.95,95.76,8.60925,16.85328,11.67191,1.74554,8.2890986737364,0.11990832932359413,1.362733157201468,83.82142986454102,0.09371126461192243
3a_R_Me_R_bp2,57,127.0,488.45918,-0.234311,-0.145392,0.088919,2938.8283,4841.7772,6128.9324,13.526,7.963,8.718,10.947,15.839,0.446118747183416,0.9945372347105362,1.348467,5.882886,7.097523,17.09,15.38,13.55,7.52,13.384999999999998,3.610141963967622,400.14414,0.5307,-4.2973,-0.00021,-0.42242,57,-7.07051,158.46673,88.30249,1146.90951,0.0031364,3.59717,27.96942,88.38342,385.78,96.41,8.66364,16.5832,11.75996,1.94889,7.130632644242418,0.11095640502598635,1.2930105262503537,74.95892515990508,0.08910477479413499
3a_S_bp5,69,143.0,544.56565,-0.234128,-0.144842,0.089286,4318.0589,6920.0183,9841.753,15.07,8.735,7.615,14.009,17.19,0.44288143453393103,0.9839725243274186,1.255159,5.053344,5.810507,13.32,15.83,5.88,11.53,11.64,3.659514995187204,465.70108,0.5028,-4.19662,-9e-05,-0.37446,69,-6.4896,164.31436,83.5491,1008.30601,0.00390413,3.93656,24.98288,83.59126,447.04,95.99,8.55817,16.64245,11.6939,1.8348,8.313720697462479,0.1402082539885735,1.4135083168741391,60.80825845359412,0.12977367011054386
5b_R_bp3,57,145.0,568.45128,-0.233447,-0.14695,0.086497,3674.9118,6995.2663,8994.1005,15.152,8.776,7.809,12.303,17.119,0.4598050012086702,0.9753304466727438,1.32225,5.142756,7.57471,17.31,16.0,14.88,5.29,13.370000000000001,4.743600952862709,423.02916,0.5289,-3.93256,-4e-05,-0.45734,57,-6.2711,166.97279,84.05578,1192.84956,0.00238282,2.84235,28.15721,84.11159,406.69,96.14,8.69396,17.42185,11.99152,2.78114,7.859201686493557,0.15109566598683555,1.3855984822875063,60.660173699478676,0.12867515486126968
6h_R_bp4,61,149.0,580.5133,-0.231834,-0.155555,0.076278,4087.2719,7797.8839,8944.9444,14.845,8.622,9.622,12.738,16.872,0.43005709624796085,0.9784272790535838,1.663025,7.830073,6.427307,14.02,14.37,6.12,11.7,11.552499999999998,3.3000255680827686,454.65092,0.5153,-3.58923,-5e-05,-0.45876,61,-14.02821,161.11366,79.6809,1003.37115,0.01416606,14.21381,26.80955,79.95017,429.59,94.49,8.56635,16.84732,11.65336,2.02911,8.00434495852883,0.12277865956569928,1.3074808003122422,50.11041528354038,0.07355082162963075
5a_S_bp1,57,137.0,532.47036,-0.229981,-0.144381,0.0856,4336.5384,6875.7651,9873.888,15.523,8.961,9.055,14.782,17.467,0.42288882432694164,0.9746122084588773,1.307795,6.603768,4.072052,18.49,17.13,15.15,5.55,14.079999999999998,5.065974733454559,413.13862,0.5334,-4.03595,-4e-05,-0.47275,57,6.47346,156.58629,78.97102,945.55239,0.0,0.0,24.44713,78.97102,409.93,99.22,8.50901,16.72624,11.69011,2.07767,8.408890874990297,0.14090951551243872,1.3184974782245766,124.44269888694664,0.09145484886261866
3c_S_bp1,69,159.0,613.45564,-0.23147,-0.14688,0.08459,4987.7371,7749.4055,11133.556,15.211,8.805,8.433,14.566,17.189,0.4277147407186225,0.9760931289040319,1.341808,6.28061,3.774188,19.35,18.39,9.45,5.05,13.059999999999999,6.024226091374726,491.15734,0.4979,-4.15856,-6e-05,-0.35168,69,8.15422,161.3066,78.81408,796.03725,0.0,0.0,21.94882,78.81408,490.08,99.78,8.53123,16.8458,11.6275,1.75372,8.335444997781167,0.13607934099898986,1.35215048681012,64.09599779317898,0.10467583781022004
2e_R_Me_R_bp2,77,191.0,748.59431,-0.237101,-0.152573,0.084528,4918.3264,12738.339,14050.963,17.748,10.074,9.769,12.489,20.06,0.4740299636088662,0.9956323208258884,1.419174,6.952547,7.341902,16.51,15.12,10.69,6.85,12.2925,3.806930357913053,561.85368,0.477,-3.7738,-7e-05,-0.35911,77,-4.12665,160.61963,80.95718,1089.09631,0.00134838,1.46852,27.62348,80.97207,550.11,97.91,8.78668,17.42573,12.16535,2.85563,8.696501296522317,0.19052674022851807,1.3429574186647437,100.99824866766471,0.1304833045284715
3a_R_bp4,69,143.0,544.56565,-0.232704,-0.143702,0.089002,4720.9597,6673.5442,9481.9061,14.708,8.554,8.985,13.827,16.86,0.4249848759830611,0.9855038578442833,1.288306,5.998342,6.081533,14.37,14.71,5.37,10.72,11.292499999999999,3.760122172217281,466.81006,0.5014,-4.16749,-6e-05,-0.37485,69,-11.26564,164.42632,83.32703,958.19437,0.01022243,9.79507,24.80536,83.46886,447.22,95.8,8.57736,16.63258,11.68501,1.85389,8.273508104977468,0.10963456404339035,1.3456818754177813,60.81498366501296,0.08509870964277957
2j_R_bp2,85,191.0,736.73742,-0.230336,-0.143935,0.086401,5239.8331,13720.112,14924.027,17.772,10.086,11.414,11.842,20.127,0.4639374870340917,0.9977691850089232,1.796795,8.617225,5.901536,4.56,9.7,12.8,6.7,8.44,3.1096302030948957,595.90294,0.4733,-3.42598,-4e-05,-0.33622,85,-9.5136,159.79115,74.66729,807.91469,0.00833162,6.73124,23.4342,74.78133,578.56,97.09,8.56635,16.51219,11.45882,1.70411,9.06205994537416,0.19062390384538858,1.3509320902211486,83.85120395908845,0.10711882721769649
5e_R_Me_S_bp4,69,177.0,696.5196,-0.235479,-0.154301,0.081179,6383.3325,8444.4711,11738.729,14.567,8.483,9.138,15.129,16.674,0.4072689968491243,0.9827891076270187,1.461143,6.551164,5.766145,32.72,20.25,5.99,5.42,16.095,11.288504108162428,505.23013,0.4985,-3.88372,-5e-05,-0.38885,69,-7.03179,150.61584,79.39337,960.49466,0.00437557,4.20271,25.6477,79.43448,491.83,97.35,8.59774,17.42812,12.26237,2.97524,8.252523869099255,0.08761263952834279,1.3000906724946746,48.219510742124235,0.08051192072648405
7k_R_bp5,99,219.0,841.74417,-0.228693,-0.138358,0.090335,10249.0,13452.912,18161.676,15.422,8.911,12.675,15.525,16.452,0.3684493415748455,0.9231287173156774,2.347754,10.048807,5.641138,5.73,14.28,13.86,6.17,10.01,4.065691823048077,666.45559,0.4606,-3.58794,-5e-05,-0.27393,99,-7.85614,145.98188,75.66409,736.29305,0.00637871,4.6966,21.86693,75.70237,649.95,97.52,8.46202,16.09613,11.46235,1.479,9.423482384315992,0.07716568215504854,1.3256612906681575,50.127883878061226,0.017288297331123092
4a_R_Me_R_bp4,63,145.0,560.52359,-0.231616,-0.152867,0.078749,4275.6142,6328.0478,8602.172,13.731,8.066,9.025,13.268,15.953,0.4171155153480103,0.988904041656335,1.396387,6.320526,5.993932,13.05,13.96,5.8,13.12,11.4825,3.3002755566770485,444.30961,0.5212,-3.82168,-3e-05,-0.42876,63,-12.09494,149.45338,81.49428,938.88741,0.01145316,10.75323,25.00779,81.67232,424.23,95.48,8.55448,16.54008,11.69575,1.8322,7.821790827415862,0.10619222756664609,1.3118829752436172,74.70248059209663,0.07149519511426362
3b_R_bp1,69,151.0,580.54657,-0.232328,-0.147959,0.084369,4909.6105,7077.9606,10493.445,15.13,8.765,8.36,14.55,17.398,0.43162647613377,0.992470051340559,1.288879,5.76549,4.106121,19.45,17.13,6.85,14.97,14.6,4.746651451286475,476.47981,0.4985,-4.28631,-0.00011,-0.34749,69,5.4933,163.50406,79.50373,862.98721,0.0,0.0,23.22964,79.50373,474.08,99.5,8.63688,17.35426,11.87272,2.46075,8.315281618285479,0.12898215731269588,1.3478493114639112,85.51664301801355,0.10963245272872316
3c_R_bp3,69,159.0,613.45564,-0.230629,-0.149061,0.081569,3892.3049,8418.7495,9807.1544,15.041,8.721,9.262,12.95,16.661,0.4286008283384354,0.9552230248824677,1.579664,6.905053,7.177818,19.81,20.7,13.78,6.21,15.125,5.7947411503879955,492.12193,0.497,-4.50222,-3e-05,-0.35888,69,-2.61428,167.9357,83.68538,1080.11179,0.00046357,0.50071,26.05298,83.69339,479.57,97.45,8.42323,16.8571,11.66865,1.76474,8.023614804649785,0.1575192947347466,1.3256598785818539,60.34927147332179,0.07731290432002431
1a_R_bp5,45,111.0,432.35271,-0.235353,-0.150758,0.084596,1928.0162,4821.1585,5610.9658,13.547,7.974,8.351,10.633,15.797,0.454184756044967,0.9905317281163782,1.305974,5.867378,5.643469,14.67,16.17,6.52,13.29,12.6625,3.689738303728329,335.55883,0.5644,-4.33661,-4e-05,-0.54839,45,1.34095,168.16521,87.17095,1335.46189,0.0,0.0,29.8589,87.17095,330.73,98.56,8.68455,16.8253,11.85765,2.38767,7.144632654372517,0.1929905640333979,1.3282429216705467,71.61767816297882,0.10098106374047276
2j_S_bp1,85,191.0,736.73742,-0.227715,-0.14085,0.086865,6304.778,12951.698,16551.308,17.784,10.092,9.975,13.455,19.578,0.45521763392857145,0.9699762187871581,1.656097,7.573145,3.015381,17.05,13.84,5.88,11.98,12.1875,4.068239023213853,596.67002,0.4727,-3.52127,-3e-05,-0.33443,85,1.53548,153.68344,71.63324,693.90152,0.0,0.0,20.77402,71.63324,589.63,98.82,8.48619,16.57137,11.43933,1.7078,9.315775504661016,0.1683795194586135,1.4049189870003544,86.88901370993024,0.10681794511531974
3b_R_bp2,69,151.0,580.54657,-0.236858,-0.148787,0.088071,3626.8869,7791.2279,8936.8679,14.882,8.641,9.509,12.282,16.702,0.43389707219494456,0.9664390695521353,1.427434,7.013614,7.244198,17.89,15.16,4.82,7.02,11.2225,5.445467725549386,475.33782,0.4998,-4.28432,-7e-05,-0.35669,69,-6.04767,170.41938,84.86356,1042.4047,0.00249194,2.59761,25.79935,84.91486,461.35,97.06,8.73328,17.40209,11.90495,2.43393,7.912308762273442,0.15238276108230314,1.3178510624894038,103.6337983774046,0.07589515682422197
3a_R_Me_R_bp1,57,127.0,488.45918,-0.230256,-0.142599,0.087657,2746.739,5893.2124,7366.7285,14.23,8.315,8.336,13.072,15.877,0.42582808099772024,0.9547203848466628,1.264494,5.747829,4.361102,17.87,14.93,14.9,7.15,13.712499999999999,3.9762946005043442,400.07143,0.5311,-4.14474,-9e-05,-0.40825,57,3.71214,146.4819,82.2985,980.21861,0.0,0.0,25.93402,82.2985,396.79,99.18,8.59822,16.50328,11.71749,1.9518,7.649343078382308,0.1730616029187889,1.3260360193203173,74.83620045973376,0.08850162455332163
4h_S_bp4,61,149.0,580.5133,-0.2306,-0.156895,0.073705,4349.5287,6627.6113,8764.4099,13.833,8.117,10.42,13.24,16.21,0.4065713569099573,0.9985216212886534,1.483454,8.056982,4.855182,10.14,11.35,5.41,4.85,7.9375,2.8467997383026438,453.85448,0.5161,-3.84664,-0.0001,-0.45697,61,-6.98237,157.92992,76.96661,1012.99801,0.00346621,3.51126,25.65307,77.01888,437.15,96.32,8.54228,16.66972,11.58734,2.13312,7.79239974552169,0.1047080629283272,1.2400681744785693,98.11505933674795,0.046006123612679035
1h_S_bp3,49,123.0,480.39565,-0.235452,-0.15185,0.083602,2706.0137,4676.4683,5608.676,12.781,7.591,8.79,11.062,14.789,0.42692185560463036,0.9741140824660782,1.556436,6.148392,6.341729,17.26,14.38,6.6,5.55,10.9475,4.991579784997933,376.85039,0.542,-3.82204,-0.00027,-0.53092,49,0.64405,169.54558,85.05338,1330.66326,0.0,0.0,29.84804,85.05338,369.45,98.04,8.76216,16.98286,11.7401,2.32779,6.948811703058678,0.10863432651917791,1.2811815483676665,64.48520583415282,0.06578340993033133
4j_S_bp5,77,177.0,684.66271,-0.224625,-0.16064,0.063985,6164.0409,8955.7565,10041.467,14.204,8.302,11.425,13.013,16.55,0.40377671513613744,0.9967477716212961,2.16789,9.065098,4.444048,3.63,8.02,5.62,14.84,8.0275,4.229192446555253,538.26887,0.4948,-3.76257,-2e-05,-0.37077,77,-5.33358,153.26689,74.81574,784.04271,0.00293541,2.30149,22.42167,74.83624,524.63,97.47,8.51944,16.6241,11.49082,1.76912,8.100543574488011,0.05480220399713867,1.2486983222894437,33.6967221027146,0.03598797851326456
2a_R_Me_R_bp5,71,159.0,612.5983,-0.232637,-0.144455,0.088182,5411.5179,9827.7835,13606.495,17.799,10.099,8.66,13.754,19.203,0.4614220150419299,0.9507376968016635,1.401093,5.975925,4.750369,7.01,15.83,12.8,5.2,10.21,4.2904720020063065,499.65175,0.4969,-3.80922,-1e-05,-0.39515,71,-4.74894,150.10747,79.0433,892.79987,0.00196734,1.75644,23.984,79.06037,485.19,97.11,8.60686,16.52822,11.61735,1.80795,9.169381906154651,0.1622790720163292,1.4482892533830993,130.18210185681554,0.1317657916936463
6d_S_bp2,63,145.0,560.52359,-0.232558,-0.152749,0.079808,4118.1896,5657.9509,7576.8627,13.804,8.102,9.96,12.879,16.132,0.4139488337481717,0.995556652678351,1.664216,7.19532,7.69197,15.25,15.31,4.82,10.76,11.535,4.293707605322002,443.87589,0.5215,-4.20655,-5e-05,-0.4295,63,-11.5792,152.46155,85.22784,988.47246,0.00937786,9.26975,25.5585,85.40303,426.07,95.99,8.5613,16.51651,11.6924,1.83722,7.434906738231216,0.08467466278686037,1.2141887504681819,37.20528394171818,0.0544402093184053
2a_R_bp5,65,151.0,584.54506,-0.234099,-0.148753,0.085347,4863.3238,9698.0338,13159.188,17.807,10.103,8.55,13.855,19.397,0.4640208602459212,0.9599623874096802,1.296739,5.966856,4.652261,6.37,15.93,4.98,11.92,9.8,4.389436182472641,468.10369,0.5078,-3.86223,-2e-05,-0.44143,65,-2.904,161.29633,79.55992,946.8624,0.00077348,0.73238,24.23413,79.56573,456.66,97.56,8.64541,16.69366,11.65369,1.9615,9.201926870613844,0.17907671104012768,1.4512100763760227,134.4580000887488,0.13762064121993686
3f_R_bp1,87,167.0,628.72535,-0.229726,-0.141547,0.088179,5684.0185,7977.1133,11719.149,15.621,9.01,8.919,14.921,17.712,0.4262610704659222,0.9829078801331853,1.494051,6.513075,3.207867,14.76,14.83,14.18,7.15,12.729999999999999,3.2314779900225217,552.95427,0.4818,-4.09963,-4e-05,-0.28247,87,4.57219,151.17437,76.78683,588.72768,0.0,0.0,18.69572,76.78683,549.76,99.42,8.51694,16.32977,11.53262,1.48796,8.48994379007648,0.11934951714958636,1.3275926118339412,86.63791056210772,0.09833624285988907
1a_R_bp2,45,111.0,432.35271,-0.235054,-0.151929,0.083125,2313.969,3916.6918,4772.495,12.676,7.538,8.87,11.071,14.753,0.4252320285928402,0.9785752188909524,1.295929,5.701685,7.236624,18.11,17.97,7.18,14.37,14.407499999999999,4.433905586500461,335.45111,0.5644,-4.47216,-0.00018,-0.55309,45,-2.36384,174.22197,90.60543,1497.33945,0.00033377,0.49976,32.06961,90.61197,325.74,97.1,8.65783,16.96398,11.86954,2.46489,6.7410168473184795,0.10748927927272744,1.2397926369560546,55.67175828391364,0.06327506932227282
3e_R_Me_S_bp5,81,183.0,708.61489,-0.237651,-0.149464,0.088187,5800.1983,9314.435,11678.425,14.854,8.627,9.477,13.441,16.47,0.41814765918553876,0.954561261156833,1.532089,6.824956,6.481401,43.15,20.88,4.64,5.34,18.5025,15.641068337872575,559.53512,0.4736,-4.39213,-4e-05,-0.31655,81,-8.74282,155.58226,81.49791,946.46899,0.00686548,6.49796,24.75304,81.56551,541.61,96.8,8.64923,17.48406,12.19149,2.7428,8.216599236439121,0.10220910156829781,1.33571559260127,66.04070645018146,0.06810543739926228
3f_R_bp4,87,167.0,628.72535,-0.232831,-0.145744,0.087087,5486.6711,8255.3067,11420.216,15.662,9.031,9.034,14.27,17.411,0.42763109419133,0.9639574797918281,1.507609,6.721143,5.517974,25.95,20.08,14.66,7.36,17.0125,6.85553562823504,554.52077,0.4803,-4.25812,-0.0001,-0.29923,87,-10.48776,156.3187,78.45158,740.5832,0.01057429,7.83114,21.4265,78.55899,535.86,96.63,8.51873,16.28978,11.56263,1.50784,8.453379875222623,0.11564218479528868,1.3436156030781592,51.63536632375493,0.09131349345451792
1b_S_bp1,45,119.0,468.33363,-0.234142,-0.157171,0.076972,2264.9437,5078.0957,6126.8585,13.516,7.958,8.394,10.919,15.693,0.4482945780723304,0.9859889419452124,1.322857,5.627354,5.133145,19.28,16.04,7.42,14.86,14.4,4.342695015770737,345.0592,0.5595,-4.29969,-7e-05,-0.50895,45,9.95127,171.50065,84.2955,1333.11812,0.0,0.0,31.02947,84.2955,345.06,100.0,8.70996,17.48336,12.14922,3.32022,7.166252684341716,0.17477150213330658,1.3211742284005998,84.74129432321028,0.09455366082323272
3i_R_Me_S_bp4,77,163.0,622.63788,-0.239706,-0.157218,0.082488,5866.53,7428.7396,11273.455,14.625,8.512,8.765,14.695,16.798,0.4172586815042973,0.9867246240601503,1.299783,6.029209,6.333245,19.19,17.76,9.88,9.83,14.165000000000001,4.339588114095623,531.70387,0.4811,-3.81497,-0.00019,-0.3698,77,-12.66273,159.39361,81.0793,1102.65478,0.01306153,14.40236,26.96139,81.14987,516.53,97.15,8.78835,16.98663,11.74172,1.64643,8.393830665516365,0.10719576678779899,1.3505823990148307,61.105221766848175,0.09054545442148924
1j_S_bp4,65,151.0,584.54506,-0.230187,-0.143181,0.087006,4188.5683,6826.8587,9115.0654,13.43,7.915,9.436,13.483,14.942,0.3946541295792504,0.9439039797852179,1.450889,7.186339,4.802983,19.07,17.31,7.35,5.02,12.1875,6.090633690347828,466.18099,0.5103,-3.74902,-0.00014,-0.43319,65,-7.46244,160.37663,77.57048,922.49929,0.00450047,4.15168,24.55807,77.62252,452.53,97.07,8.48759,16.62583,11.58669,1.93983,7.841606041800503,0.12383929895030792,1.3173399566854753,62.8677181469712,0.04940664085722093
