Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,0.116299,2.224482,2.043949,1,0.23757,0.00000,0.23757,-0.21534220,-0.00873133,-0.06176,NaN,-0.06176,NaN,NaN,0.00094,0.23757,0.23757,0.00000,37.36374460,92.62840647,61.27587,61.27587,NaN,NaN,153.46213,NaN,10.190568,NaN,NaN,0.23757,10.795134,12.534819,11.567687,0.118625
O,-2.400255,4.683025,1.178167,2,10.56779,0.00000,10.56779,-0.78297570,-0.00167388,-0.24017,NaN,-0.24017,NaN,NaN,0.04407,10.56779,10.56779,0.00000,6.55431518,120.06421672,45.24884,45.24884,NaN,NaN,602.21374,NaN,20.370982,NaN,NaN,10.56779,10.045988,15.291076,12.495247,0.885018
C,-3.623659,4.937575,-0.845138,3,4.49510,0.00000,4.49510,-3.70379465,-0.07766398,-1.80875,NaN,-1.80875,NaN,NaN,0.90302,4.49510,4.49510,0.00000,74.94424122,112.24420969,95.73501,95.73501,NaN,NaN,58.88840,NaN,6.316398,NaN,NaN,4.49510,11.764993,15.272077,13.110901,0.457642
C,-5.175661,7.116527,-1.337397,4,5.71480,0.00000,5.71480,-1.84870318,-0.00133300,-0.41059,NaN,-0.41059,NaN,NaN,0.10969,5.71480,5.71480,0.00000,61.74574997,104.32516915,75.35834,75.35834,NaN,NaN,59.86595,NaN,6.289734,NaN,NaN,5.71480,10.500854,15.204108,11.599917,0.964361
H,-3.55554,3.447751,-2.27283,5,9.15527,0.00000,9.15527,-3.15404663,-0.00320659,-0.48420,NaN,-0.48420,NaN,NaN,0.34197,9.15527,9.15527,0.00000,55.24089323,133.43694082,102.75305,102.75305,NaN,NaN,242.96678,NaN,11.958871,NaN,NaN,9.15527,9.370938,15.316804,12.861844,0.965035
C,-5.378325,9.132096,0.402742,6,4.75562,0.00000,4.75562,-1.75070251,-0.04439186,-0.89670,NaN,-0.89670,NaN,NaN,0.20199,4.75562,4.75562,0.00000,54.06870358,93.33921990,65.01344,65.01344,NaN,NaN,31.64583,NaN,3.939867,NaN,NaN,4.75562,10.155339,14.902360,11.007385,0.660981
C,-6.518761,7.190279,-3.641349,7,4.71101,0.00000,4.71101,-1.82106452,-0.03412143,-0.90849,NaN,-0.90849,NaN,NaN,0.21349,4.71101,4.71101,0.00000,61.87052812,99.09204982,74.40723,74.40723,NaN,NaN,37.18276,NaN,4.956226,NaN,NaN,4.71101,10.237376,14.902360,11.066285,0.638392
C,-6.908538,11.183989,-0.17215,8,4.70646,0.00000,4.70646,-1.16955983,-0.00414462,-0.61732,NaN,-0.61732,NaN,NaN,0.10764,4.70646,4.70646,0.00000,54.00069961,93.33921990,62.36688,62.36688,NaN,NaN,29.90490,NaN,3.800524,NaN,NaN,4.70646,10.006078,14.902360,10.803253,0.618420
H,-4.333601,9.049587,2.165532,9,9.15378,0.00000,9.15378,-1.62456259,-0.00010499,-0.33206,NaN,-0.33206,NaN,NaN,0.13992,9.15378,9.15378,0.00000,33.05340034,100.06559868,74.23062,74.23062,NaN,NaN,106.40921,NaN,8.211560,NaN,NaN,9.15378,10.698947,15.291076,12.202273,0.664663
C,-8.047873,9.254439,-4.200496,10,4.75113,0.00000,4.75113,-1.00314950,-0.00245034,-0.55044,NaN,-0.55044,NaN,NaN,0.07656,4.75113,4.75113,0.00000,59.86351899,92.01919818,67.34886,67.34886,NaN,NaN,25.97191,NaN,3.906606,NaN,NaN,4.75113,9.997066,14.815567,10.815052,0.638518
H,-6.341645,5.628551,-4.963957,11,8.79864,0.00000,8.79864,-1.72074926,-0.00009509,-0.35265,NaN,-0.35265,NaN,NaN,0.15028,8.79864,8.79864,0.00000,77.55576277,130.74394812,100.23007,100.23007,NaN,NaN,198.12667,NaN,12.083523,NaN,NaN,8.79864,10.868468,15.166691,12.304610,0.608019
C,-8.240353,11.245996,-2.467521,12,4.76014,0.00000,4.76014,-1.16789440,-0.00193704,-0.74288,NaN,-0.74288,NaN,NaN,0.10063,4.76014,4.76014,0.00000,57.98197583,93.33921990,67.40498,67.40498,NaN,NaN,25.48302,NaN,3.914152,NaN,NaN,4.76014,10.259078,14.902360,11.000769,0.588313
H,-7.078251,12.742924,1.151085,13,8.92039,0.00000,8.92039,-1.12119909,-0.00002966,-0.25002,NaN,-0.25002,NaN,NaN,0.07385,8.92039,8.92039,0.00000,62.22102218,108.99654375,79.93802,79.93802,NaN,NaN,147.99396,NaN,9.944428,NaN,NaN,8.92039,10.586124,14.574520,12.028967,0.610842
H,-9.085113,9.323045,-5.969191,14,8.94025,0.00000,8.94025,-0.97136366,-0.00006157,-0.21698,NaN,-0.21698,NaN,NaN,0.05482,8.94025,8.94025,0.00000,69.54909126,117.50204839,87.96634,87.96634,NaN,NaN,158.79926,NaN,10.338172,NaN,NaN,8.94025,10.593750,14.666773,12.062973,0.624330
H,-9.433566,12.859252,-2.903029,15,8.83972,0.00000,8.83972,-1.07259715,-0.00004713,-0.24475,NaN,-0.24475,NaN,NaN,0.06991,8.83972,8.83972,0.00000,70.55852986,113.86376898,85.44595,85.44595,NaN,NaN,137.25187,NaN,9.591794,NaN,NaN,8.83972,10.891135,14.580915,12.138691,0.570952
