Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,-0.943077,-3.767492,1.017194,1,0.56172,0.00000,0.56172,-0.21458817,-0.01136653,-0.07665,NaN,-0.07665,NaN,NaN,0.00113,0.56172,0.56172,0.00000,34.08173945,100.34285712,63.34104,63.34104,NaN,NaN,190.52192,NaN,11.320166,NaN,NaN,0.56172,10.656491,12.838502,11.456427,0.150927
O,-3.436091,-1.29947,0.062546,2,8.73998,0.00000,8.73998,-1.08721933,-0.01200521,-0.30213,NaN,-0.30213,NaN,NaN,0.06084,8.73998,8.73998,0.00000,44.52573545,113.89378494,75.42570,75.42570,NaN,NaN,250.80433,NaN,13.270279,NaN,NaN,8.73998,10.798594,15.347986,12.827328,0.783317
C,-5.809952,-1.466692,0.154907,3,3.97929,0.00000,3.97929,-3.77514083,-0.10232362,-1.70016,NaN,-1.70016,NaN,NaN,0.84339,3.97929,3.97929,0.00000,65.98146281,120.70003656,101.07531,101.07531,NaN,NaN,140.02810,NaN,10.146612,NaN,NaN,3.97929,9.580354,15.347986,12.904733,1.082147
C,-7.417946,0.405312,-0.991966,4,5.73545,0.00000,5.73545,-2.00622952,-0.01476359,-0.43900,NaN,-0.43900,NaN,NaN,0.10854,5.73545,5.73545,0.00000,74.95852825,110.86003477,87.67514,87.67514,NaN,NaN,69.68383,NaN,6.884697,NaN,NaN,5.73545,10.594072,15.202507,11.673991,0.960996
H,-6.679694,-2.992151,1.244388,5,10.50654,0.00000,10.50654,-3.19004081,-0.00208543,-0.40014,NaN,-0.40014,NaN,NaN,0.29512,10.50654,10.50654,0.00000,27.95611659,121.46140764,90.50914,90.50914,NaN,NaN,475.20337,NaN,17.091418,NaN,NaN,10.50654,8.938958,15.358856,12.285747,2.018047
C,-6.41926,2.428931,-2.419329,6,4.72675,0.00000,4.72675,-1.78647529,-0.02781008,-0.92253,NaN,-0.92253,NaN,NaN,0.21158,4.72675,4.72675,0.00000,71.69779622,108.44890385,86.94493,86.94493,NaN,NaN,52.66290,NaN,5.920642,NaN,NaN,4.72675,10.231065,14.981262,11.104772,0.672840
C,-10.049129,0.198552,-0.614314,7,4.72353,0.00000,4.72353,-1.88764157,-0.03632484,-0.94871,NaN,-0.94871,NaN,NaN,0.22983,4.72353,4.72353,0.00000,68.93632807,108.44890385,81.58919,81.58919,NaN,NaN,36.01051,NaN,4.437736,NaN,NaN,4.72353,10.299633,14.994933,11.149160,0.674088
C,-8.044628,4.214068,-3.444757,8,4.75375,0.00000,4.75375,-1.26090865,-0.00547727,-0.65376,NaN,-0.65376,NaN,NaN,0.12268,4.75375,4.75375,0.00000,71.69779622,107.25809831,82.19042,82.19042,NaN,NaN,38.17535,NaN,4.878077,NaN,NaN,4.75375,10.096640,14.994933,10.905364,0.623548
H,-4.39377,2.553891,-2.710799,9,9.17371,0.00000,9.17371,-1.70176204,-0.00093556,-0.35268,NaN,-0.35268,NaN,NaN,0.15008,9.17371,9.17371,0.00000,64.65180357,140.06489249,106.13971,106.13971,NaN,NaN,203.48827,NaN,11.317307,NaN,NaN,9.17371,10.841996,15.347986,12.317366,0.606816
C,-11.664123,1.999555,-1.645719,10,4.74007,0.00000,4.74007,-1.04359020,-0.00758533,-0.57707,NaN,-0.57707,NaN,NaN,0.08144,4.74007,4.74007,0.00000,68.87552934,107.68601836,76.26668,76.26668,NaN,NaN,30.07903,NaN,3.767004,NaN,NaN,4.74007,10.071138,14.912736,10.883126,0.639615
H,-10.791391,-1.370932,0.48277,11,8.78708,0.00000,8.78708,-1.78709770,-0.00025517,-0.36498,NaN,-0.36498,NaN,NaN,0.16042,8.78708,8.78708,0.00000,81.62859079,127.37682270,100.45825,100.45825,NaN,NaN,149.51371,NaN,10.482993,NaN,NaN,8.78708,10.901297,15.315746,12.355523,0.622029
C,-10.662292,4.001448,-3.057677,12,4.74923,0.00000,4.74923,-1.21113787,-0.00192188,-0.76828,NaN,-0.76828,NaN,NaN,0.10769,4.74923,4.74923,0.00000,69.41841379,108.44890385,80.79271,80.79271,NaN,NaN,30.10156,NaN,4.152430,NaN,NaN,4.74923,10.328366,14.981262,11.061980,0.576114
H,-7.29673,5.772915,-4.549992,13,8.90777,0.00000,8.90777,-1.20441941,-0.00010593,-0.26824,NaN,-0.26824,NaN,NaN,0.08458,8.90777,8.90777,0.00000,82.02077541,133.55221810,103.51280,103.51280,NaN,NaN,167.55481,NaN,10.612537,NaN,NaN,8.90777,10.699108,14.707442,12.145501,0.617043
H,-13.690281,1.852192,-1.360801,14,8.91909,0.00000,8.91909,-1.00830355,-0.00007986,-0.22533,NaN,-0.22533,NaN,NaN,0.05876,8.91909,8.91909,0.00000,76.07551797,121.52417654,93.34514,93.34514,NaN,NaN,140.69580,NaN,9.586098,NaN,NaN,8.91909,10.596357,14.725509,12.118585,0.621109
H,-11.923871,5.404617,-3.867033,15,8.87914,0.00000,8.87914,-1.11836870,-0.00010593,-0.25800,NaN,-0.25800,NaN,NaN,0.07676,8.87914,8.87914,0.00000,81.34023152,125.80489032,97.86635,97.86635,NaN,NaN,132.79108,NaN,9.435953,NaN,NaN,8.87914,10.956122,14.654522,12.208598,0.573292
C,-6.580195,-5.6418,-3.703776,16,3.49049,0.00000,3.49049,-1.13668201,-0.02327030,-0.51997,NaN,-0.51997,NaN,NaN,0.06637,3.49049,3.49049,0.00000,26.70741808,75.19511257,50.49754,50.49754,NaN,NaN,214.82539,NaN,13.603403,NaN,NaN,3.49049,8.820649,11.819808,9.616800,0.274577
C,-4.386175,-5.998278,-2.589539,17,9.45252,0.00000,9.45252,-0.75618275,-0.01243406,-0.21129,NaN,-0.21129,NaN,NaN,0.03170,9.45252,9.45252,0.00000,18.92003527,95.31998441,48.79213,48.79213,NaN,NaN,174.35388,NaN,10.737586,NaN,NaN,9.45252,9.030787,13.813421,10.359075,0.679031
H,-8.326547,-6.333908,-2.861548,18,9.01961,0.00000,9.01961,-0.82138582,-0.00130442,-0.18171,NaN,-0.18171,NaN,NaN,0.03493,9.01961,9.01961,0.00000,36.99440403,110.00354528,74.31743,74.31743,NaN,NaN,271.40791,NaN,13.221225,NaN,NaN,9.01961,9.518532,13.287255,11.534888,0.453926
