Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,0.719644,-1.840315,1.218499,1,0.24348,0.00000,0.24348,-0.29991813,-0.04317074,-0.12458,NaN,-0.12458,NaN,NaN,0.00211,0.24348,0.24348,0.00000,47.11194003,97.07000461,71.71170,71.71170,NaN,NaN,91.01296,NaN,7.422995,NaN,NaN,0.24348,10.760257,12.903094,11.608035,0.187058
O,4.000924,-2.557797,-0.024349,2,9.89045,0.00000,9.89045,-0.85640306,-0.00366267,-0.28122,NaN,-0.28122,NaN,NaN,0.05115,9.89045,9.89045,0.00000,16.73638207,99.29330240,48.24371,48.24371,NaN,NaN,358.17536,NaN,16.234816,NaN,NaN,9.89045,9.640718,15.257496,12.449573,0.886766
C,4.826432,-4.596292,-0.935373,3,4.10844,0.00000,4.10844,-4.02810317,-0.12138550,-1.78500,NaN,-1.78500,NaN,NaN,0.91519,4.10844,4.10844,0.00000,53.56064901,108.60763907,88.08268,88.08268,NaN,NaN,116.69691,NaN,8.955317,NaN,NaN,4.10844,9.582787,15.257496,12.825793,1.045858
C,7.488601,-5.022922,-1.317096,4,5.71903,0.00000,5.71903,-2.00417450,-0.06468454,-0.56573,NaN,-0.56573,NaN,NaN,0.07702,5.71903,5.71903,0.00000,62.22607120,99.51789068,74.01550,74.01550,NaN,NaN,56.38360,NaN,6.215353,NaN,NaN,5.71903,10.467968,15.107016,11.555686,0.956401
H,3.493212,-6.045604,-1.561602,5,10.49920,0.00000,10.49920,-3.61317445,-0.00225193,-0.43944,NaN,-0.43944,NaN,NaN,0.33033,10.49920,10.49920,0.00000,28.33527206,115.41143002,83.95736,83.95736,NaN,NaN,423.12786,NaN,16.305285,NaN,NaN,10.49920,8.855683,15.201290,12.145823,2.034761
C,9.328077,-3.272528,-0.494513,6,4.75306,0.00000,4.75306,-1.76798264,-0.03605897,-0.94597,NaN,-0.94597,NaN,NaN,0.19170,4.75306,4.75306,0.00000,56.99567178,94.45267595,71.32098,71.32098,NaN,NaN,47.50904,NaN,5.720488,NaN,NaN,4.75306,10.131542,14.806199,11.000911,0.673106
C,8.226452,-7.260092,-2.564899,7,4.75708,0.00000,4.75708,-1.80159178,-0.04439399,-0.95008,NaN,-0.95008,NaN,NaN,0.19573,4.75708,4.75708,0.00000,59.05563706,94.45267595,70.99981,70.99981,NaN,NaN,33.00769,NaN,4.443329,NaN,NaN,4.75708,10.199483,14.836020,11.048108,0.657709
C,11.868192,-3.766315,-0.930913,8,4.75916,0.00000,4.75916,-1.27728493,-0.01359036,-0.69703,NaN,-0.69703,NaN,NaN,0.11468,4.75916,4.75916,0.00000,56.99567178,94.45267595,67.59722,67.59722,NaN,NaN,33.97987,NaN,4.528096,NaN,NaN,4.75916,9.991740,14.836020,10.805439,0.627960
H,8.728547,-1.574903,0.48692,9,9.15219,0.00000,9.15219,-1.69720219,-0.00200287,-0.37166,NaN,-0.37166,NaN,NaN,0.15079,9.15219,9.15219,0.00000,39.13936706,111.78508467,84.01090,84.01090,NaN,NaN,143.91540,NaN,9.361715,NaN,NaN,9.15219,10.759611,15.267467,12.199859,0.627506
C,10.775842,-7.735855,-3.001068,10,4.70606,0.00000,4.70606,-1.17815188,-0.01279247,-0.66628,NaN,-0.66628,NaN,NaN,0.09336,4.70606,4.70606,0.00000,58.63418648,93.52220496,65.70612,65.70612,NaN,NaN,26.41024,NaN,3.745917,NaN,NaN,4.70606,9.974867,14.836020,10.777096,0.625234
