Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,0.150401,1.766214,1.61482,1,0.50682,0.00000,0.50682,-0.77704754,-0.01622285,-0.23383,NaN,-0.23383,NaN,NaN,0.04204,0.50682,0.50682,0.00000,46.30965143,103.23290021,77.29442,77.29442,NaN,NaN,155.35935,NaN,10.299464,NaN,NaN,0.50682,10.789695,13.094109,11.643439,0.276745
O,3.052514,3.673735,0.548967,2,10.23031,0.00000,10.23031,-0.88798748,-0.00462294,-0.28935,NaN,-0.28935,NaN,NaN,0.05552,10.23031,10.23031,0.00000,28.05149196,103.23290021,54.59684,54.59684,NaN,NaN,321.87102,NaN,15.133795,NaN,NaN,10.23031,10.207212,15.256287,12.595575,0.815501
C,3.736402,5.864455,1.155263,3,4.47838,0.00000,4.47838,-4.19848127,-0.11812080,-2.10449,NaN,-2.10449,NaN,NaN,1.21462,4.47838,4.47838,0.00000,73.42822299,104.15603022,93.38008,93.38008,NaN,NaN,35.53571,NaN,4.986211,NaN,NaN,4.47838,11.753595,15.205946,13.190391,0.360846
C,5.726258,7.176035,-0.155135,4,5.74260,0.00000,5.74260,-1.91609435,-0.05253279,-0.58439,NaN,-0.58439,NaN,NaN,0.07927,5.74260,5.74260,0.00000,62.54654141,97.25046569,74.20856,74.20856,NaN,NaN,53.00307,NaN,6.095022,NaN,NaN,5.74260,10.487889,15.133439,11.587941,0.955154
H,2.808502,6.815278,2.742824,5,10.14958,0.00000,10.14958,-3.68183326,-0.00499237,-0.54644,NaN,-0.54644,NaN,NaN,0.52422,10.14958,10.14958,0.00000,24.12463883,111.44293996,82.67468,82.67468,NaN,NaN,431.22595,NaN,15.969871,NaN,NaN,10.14958,8.992389,15.163780,12.245092,2.077647
C,6.988056,6.098488,-2.248396,6,4.72662,0.00000,4.72662,-1.79499881,-0.05253279,-0.97336,NaN,-0.97336,NaN,NaN,0.19457,4.72662,4.72662,0.00000,56.99322807,93.09218122,68.52502,68.52502,NaN,NaN,28.78036,NaN,4.066990,NaN,NaN,4.72662,10.154046,14.856767,11.001622,0.650519
C,6.392539,9.610807,0.708795,7,4.68943,0.00000,4.68943,-1.82416042,-0.05253279,-0.96809,NaN,-0.96809,NaN,NaN,0.20073,4.68943,4.68943,0.00000,57.73924907,92.26300924,70.11050,70.11050,NaN,NaN,33.04384,NaN,4.444838,NaN,NaN,4.68943,10.234484,14.872896,11.064924,0.650363
C,8.889786,7.451447,-3.445145,8,4.72806,0.00000,4.72806,-1.28753561,-0.01280280,-0.71615,NaN,-0.71615,NaN,NaN,0.11920,4.72806,4.72806,0.00000,56.99322807,92.89376767,65.21299,65.21299,NaN,NaN,27.60519,NaN,3.925326,NaN,NaN,4.72806,10.001738,14.849262,10.813402,0.641751
H,6.453558,4.227208,-2.88976,9,9.13529,0.00000,9.13529,-1.66954151,-0.00012469,-0.35636,NaN,-0.35636,NaN,NaN,0.15094,9.13529,9.13529,0.00000,47.14747247,113.77103994,83.66825,83.66825,NaN,NaN,141.86606,NaN,9.538255,NaN,NaN,9.13529,10.837271,15.242084,12.233313,0.631378
C,8.30375,10.951209,-0.50245,10,4.78004,0.00000,4.78004,-1.21763942,-0.01378551,-0.69074,NaN,-0.69074,NaN,NaN,0.10032,4.78004,4.78004,0.00000,57.51381770,92.89376767,64.73973,64.73973,NaN,NaN,27.78365,NaN,3.819815,NaN,NaN,4.78004,9.986190,14.849262,10.808061,0.658805
H,5.400786,10.418618,2.315969,11,8.81002,0.00000,8.81002,-1.74030777,-0.00026830,-0.36979,NaN,-0.36979,NaN,NaN,0.15939,8.81002,8.81002,0.00000,70.88530796,118.61580519,90.76105,90.76105,NaN,NaN,156.97955,NaN,10.691560,NaN,NaN,8.81002,10.823229,15.130898,12.272465,0.610761
C,9.547376,9.871738,-2.574002,12,4.74657,0.00000,4.74657,-1.70007073,-0.01079849,-0.94770,NaN,-0.94770,NaN,NaN,0.20605,4.74657,4.74657,0.00000,58.01741382,92.89376767,67.49104,67.49104,NaN,NaN,25.47924,NaN,3.956495,NaN,NaN,4.74657,10.258227,14.849262,10.993048,0.577731
H,9.872045,6.642703,-5.054961,13,8.93553,0.00000,8.93553,-1.26705244,-0.00006071,-0.29645,NaN,-0.29645,NaN,NaN,0.09751,8.93553,8.93553,0.00000,67.11046454,115.00283194,85.22187,85.22187,NaN,NaN,157.73464,NaN,10.190889,NaN,NaN,8.93553,10.576870,14.583038,12.042163,0.619682
H,8.826293,12.823595,0.153075,14,8.90477,0.00000,8.90477,-1.19879119,-0.00006851,-0.28314,NaN,-0.28314,NaN,NaN,0.08630,8.90477,8.90477,0.00000,65.81392701,112.96697688,83.87168,83.87168,NaN,NaN,151.38066,NaN,9.962978,NaN,NaN,8.90477,10.529606,14.658895,12.046540,0.621993
H,11.038537,10.918736,-3.520809,15,8.87501,0.00000,8.87501,-1.62868888,-0.00014554,-0.35863,NaN,-0.35863,NaN,NaN,0.15005,8.87501,8.87501,0.00000,70.66884761,114.37792649,85.83802,85.83802,NaN,NaN,137.81891,NaN,9.586072,NaN,NaN,8.87501,10.844107,14.569088,12.134873,0.569969
C,-1.806523,8.412261,-1.324131,16,3.86001,0.00000,3.86001,-1.04783210,-0.04236686,-0.52431,NaN,-0.52431,NaN,NaN,0.09492,3.86001,3.86001,0.00000,33.87046642,63.38054072,45.50694,45.50694,NaN,NaN,49.58273,NaN,5.957249,NaN,NaN,3.86001,8.706545,11.842709,9.397820,0.296215
C,-1.893572,5.94081,-1.17687,17,10.62593,0.00000,10.62593,-0.97796463,-0.02028687,-0.49461,NaN,-0.49461,NaN,NaN,0.05193,10.62593,10.62593,0.00000,30.95572147,91.68789035,55.36061,55.36061,NaN,NaN,113.43401,NaN,8.722170,NaN,NaN,10.62593,8.949449,13.179341,10.410130,0.703250
H,-3.156287,9.589098,-0.308908,18,8.99172,0.00000,8.99172,-0.98856806,-0.00222327,-0.36049,NaN,-0.36049,NaN,NaN,0.03772,8.99172,8.99172,0.00000,38.18246746,104.51059188,68.88219,68.88219,NaN,NaN,244.92620,NaN,12.869767,NaN,NaN,8.99172,9.464002,13.280686,11.496839,0.473077
H,-0.396105,9.358523,-2.48793,19,8.96882,0.00000,8.96882,-0.97464913,-0.00222327,-0.36592,NaN,-0.36592,NaN,NaN,0.03648,8.96882,8.96882,0.00000,44.71991554,111.56225374,75.05282,75.05282,NaN,NaN,257.47621,NaN,13.357759,NaN,NaN,8.96882,9.396367,13.289803,11.509836,0.480304
C,-1.847368,3.49231,-0.92689,20,4.67366,0.00000,4.67366,-1.18825546,-0.02028687,-0.51204,NaN,-0.51204,NaN,NaN,0.12640,4.67366,4.67366,0.00000,30.93039076,100.03810231,53.09830,53.09830,NaN,NaN,198.97419,NaN,11.134004,NaN,NaN,4.67366,8.955132,13.252798,9.941831,0.672971
H,-2.855779,2.348873,-2.311056,21,9.81138,0.00000,9.81138,-1.38978843,-0.04950064,-0.40887,NaN,-0.40887,NaN,NaN,0.04208,9.81138,9.81138,0.00000,47.21644263,129.43982543,89.82568,89.82568,NaN,NaN,445.47742,NaN,18.455295,NaN,NaN,9.81138,9.665552,14.628513,11.781406,0.740839
Cl,2.772217,-0.431712,4.093219,22,21.83970,0.00000,21.83970,-0.60819111,-0.00206946,-0.13638,NaN,-0.13638,NaN,NaN,0.02153,21.83970,21.83970,0.00000,2.58355989,90.43520978,29.63935,29.63935,NaN,NaN,232.85997,NaN,12.636699,NaN,NaN,21.83970,8.890096,12.195352,9.525344,0.278980
Cl,-0.861696,4.281146,4.816216,23,21.23874,0.00000,21.23874,-0.41156840,-0.00404051,-0.09203,NaN,-0.09203,NaN,NaN,0.01028,21.23874,20.27886,0.95987,-2.63826999,88.39876154,17.85528,18.75963,-1.25045,152.39240,151.80663,0.58577,9.555985,0.003829,0.583515,21.23874,8.756710,11.804888,9.410258,0.288157
O,-2.380363,-0.643807,2.527512,24,9.66168,0.00000,9.66168,-1.43447561,-0.00522449,-0.21213,NaN,-0.21213,NaN,NaN,0.02469,9.66168,9.66168,0.00000,8.02816762,117.08495057,45.62464,45.62464,NaN,NaN,700.70588,NaN,22.474481,NaN,NaN,9.66168,10.144734,15.719683,12.065835,1.187140
O,1.001589,-0.445431,-1.271022,25,8.34521,0.00000,8.34521,-1.59069594,-0.01565913,-0.25658,NaN,-0.25658,NaN,NaN,0.03811,8.34521,8.34521,0.00000,25.21934020,123.45040234,56.95626,56.95626,NaN,NaN,487.67067,NaN,18.793011,NaN,NaN,8.34521,10.591417,15.518192,12.063855,1.162078
C,-3.178799,-3.168101,-0.928899,26,3.96578,0.00000,3.96578,-1.95663237,-0.05366493,-1.07143,NaN,-1.07143,NaN,NaN,0.24658,3.96578,3.96578,0.00000,87.24000311,150.67734672,121.40728,121.40728,NaN,NaN,127.81224,NaN,8.960282,NaN,NaN,3.96578,11.310836,16.482570,13.123657,1.342525
C,-0.689376,-4.354965,-0.452234,27,3.99231,0.00000,3.99231,-1.90130038,-0.05012557,-1.00216,NaN,-1.00216,NaN,NaN,0.23459,3.99231,3.99231,0.00000,75.67952124,150.59181318,113.86420,113.86420,NaN,NaN,309.22169,NaN,15.879821,NaN,NaN,3.99231,11.290517,16.546436,13.002417,1.412378
C,3.810062,-3.853223,-0.864826,28,5.80186,0.00000,5.80186,-2.31889003,-0.00877585,-1.15380,NaN,-1.15380,NaN,NaN,0.37244,5.80186,5.80186,0.00000,57.94735996,149.42904901,105.08794,105.08794,NaN,NaN,352.98832,NaN,16.065853,NaN,NaN,5.80186,9.763062,17.101951,12.854167,2.121602
C,-6.346768,-0.25527,0.553161,29,5.34183,0.00000,5.34183,-2.63888473,-0.04950064,-1.36461,NaN,-1.36461,NaN,NaN,0.40683,5.34183,5.34183,0.00000,94.62811103,151.04276943,113.02924,113.02924,NaN,NaN,133.11637,NaN,9.668856,NaN,NaN,5.34183,11.264100,17.182865,13.195093,1.832884
C,-7.752057,-0.536828,-1.695145,30,5.17823,0.00000,5.17823,-2.12898058,-0.01253777,-1.16789,NaN,-1.16789,NaN,NaN,0.26545,5.17823,5.17823,0.00000,96.50570947,141.91383430,108.87360,108.87360,NaN,NaN,33.62009,NaN,3.819953,NaN,NaN,5.17823,11.501903,16.739883,12.593108,0.916617
C,-4.699443,-3.838922,-2.975228,31,5.11310,0.00000,5.11310,-1.65818614,-0.05246228,-1.02722,NaN,-1.02722,NaN,NaN,0.13316,5.11310,5.11310,0.00000,105.52649668,150.61078486,120.04058,120.04058,NaN,NaN,62.26388,NaN,6.010712,NaN,NaN,5.11310,11.508650,16.482570,12.614531,0.809671
C,-6.889643,-2.425807,-3.347359,32,4.60970,0.00000,4.60970,-1.99876115,-0.01253777,-1.17020,NaN,-1.17020,NaN,NaN,0.28094,4.60970,4.60970,0.00000,103.37268514,147.10915593,112.13647,112.13647,NaN,NaN,40.87545,NaN,4.437403,NaN,NaN,4.60970,11.048463,16.159097,11.935745,0.653182
C,-0.393685,-6.870502,0.256685,33,5.02280,0.00000,5.02280,-1.58249230,-0.05012557,-0.96144,NaN,-0.96144,NaN,NaN,0.12554,5.02280,5.02280,0.00000,90.67533250,147.71018679,112.85262,112.85262,NaN,NaN,150.51912,NaN,10.114846,NaN,NaN,5.02280,11.396126,16.102498,12.511112,0.839554
C,2.070049,-7.712003,0.663086,34,4.62648,0.00000,4.62648,-1.87672225,-0.01775720,-1.08808,NaN,-1.08808,NaN,NaN,0.23939,4.62648,4.62648,0.00000,86.74761678,147.46582610,103.37492,103.37492,NaN,NaN,88.77428,NaN,7.544952,NaN,NaN,4.62648,10.888721,16.102498,11.785730,0.692445
C,4.243316,-6.265086,0.1946,35,5.30691,0.00000,5.30691,-1.98965316,-0.01775720,-1.07172,NaN,-1.07172,NaN,NaN,0.23795,5.30691,5.30691,0.00000,79.80250561,133.63996477,101.20283,101.20283,NaN,NaN,80.84535,NaN,7.256270,NaN,NaN,5.30691,11.342446,16.558911,12.479196,1.022586
H,-7.959927,-2.827607,-5.041536,36,8.07157,0.00000,8.07157,-1.90876073,-0.02494537,-0.49003,NaN,-0.49003,NaN,NaN,0.19931,8.07157,8.07157,0.00000,101.17624519,155.12241463,127.10635,127.10635,NaN,NaN,147.87908,NaN,10.187459,NaN,NaN,8.07157,11.629110,15.473132,12.993312,0.594104
H,2.275493,-9.608377,1.39524,37,8.05492,0.00000,8.05492,-1.73523977,-0.02227927,-0.44436,NaN,-0.44436,NaN,NaN,0.17064,8.05492,8.05492,0.00000,92.20919537,148.04283489,119.95929,119.95929,NaN,NaN,158.09063,NaN,10.428024,NaN,NaN,8.05492,11.458814,15.325516,12.861297,0.609723
C,6.833592,-7.369915,1.033497,38,0.59110,0.00000,0.59110,-1.07942759,-0.00752595,-0.22696,NaN,-0.22696,NaN,NaN,0.05495,0.59110,0.59110,0.00000,86.71651215,122.40987525,102.56997,102.56997,NaN,NaN,67.65673,NaN,7.245356,NaN,NaN,0.59110,13.611000,15.588161,14.277172,0.143423
C,5.754086,-2.19134,-2.276997,39,1.35577,0.00000,1.35577,-2.05161194,-0.00286276,-0.49573,NaN,-0.49573,NaN,NaN,0.26365,1.35577,1.35577,0.00000,95.60011711,139.32197365,125.55331,125.55331,NaN,NaN,99.00712,NaN,8.895508,NaN,NaN,1.35577,13.506676,17.372363,16.280172,0.445448
N,-4.006971,-1.370989,0.708275,40,3.71674,0.00000,3.71674,-1.26841236,-0.04950064,-0.55129,NaN,-0.55129,NaN,NaN,0.07650,3.71674,3.71674,0.00000,86.92654590,151.78134645,115.96629,115.96629,NaN,NaN,115.66505,NaN,8.042361,NaN,NaN,3.71674,12.854347,16.610940,14.664170,0.540891
