Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,-0.344234,-1.488178,1.265183,1,0.34107,0.00000,0.34107,-0.49969017,-0.02601681,-0.18122,NaN,-0.18122,NaN,NaN,0.01502,0.34107,0.34107,0.00000,47.07245154,105.91600169,71.08350,71.08350,NaN,NaN,97.89538,NaN,7.114887,NaN,NaN,0.34107,10.748902,12.950028,11.528779,0.176131
O,3.233866,-1.486217,0.626682,2,10.12924,0.00000,10.12924,-0.96162894,-0.01550528,-0.32093,NaN,-0.32093,NaN,NaN,0.06358,10.12924,10.12924,0.00000,19.50352988,108.93678583,56.21741,56.21741,NaN,NaN,531.27761,NaN,19.532187,NaN,NaN,10.12924,10.199303,15.355763,12.601092,0.831055
C,4.379627,-1.271379,-1.440788,3,4.49361,0.00000,4.49361,-4.52098473,-0.16874375,-2.26751,NaN,-2.26751,NaN,NaN,1.47227,4.49361,4.49361,0.00000,77.60800464,130.75171814,107.31686,107.31686,NaN,NaN,150.60073,NaN,9.959524,NaN,NaN,4.49361,11.920143,15.349369,13.439127,0.313260
C,7.07521,-1.00363,-1.584422,4,5.71788,0.00000,5.71788,-2.03085553,-0.05169024,-0.60536,NaN,-0.60536,NaN,NaN,0.07457,5.71788,5.71788,0.00000,67.54146874,116.71329582,84.87550,84.87550,NaN,NaN,98.18289,NaN,8.053292,NaN,NaN,5.71788,10.604364,15.293560,11.719141,0.979002
H,3.295304,-1.270087,-3.205151,5,10.00860,0.00000,10.00860,-3.92146694,-0.00685451,-0.60905,NaN,-0.60905,NaN,NaN,0.61282,10.00860,10.00860,0.00000,39.03687923,132.43263049,101.73569,101.73569,NaN,NaN,472.49515,NaN,16.901697,NaN,NaN,10.00860,8.984916,15.275689,12.572631,1.893799
C,8.597672,-0.909799,0.611277,6,4.70497,0.00000,4.70497,-1.88685228,-0.05621872,-1.02697,NaN,-1.02697,NaN,NaN,0.21516,4.70497,4.70497,0.00000,60.62729958,103.28872072,75.56098,75.56098,NaN,NaN,51.31254,NaN,5.918830,NaN,NaN,4.70497,10.275243,14.926331,11.126926,0.658156
C,8.182085,-0.798542,-4.005114,7,4.71232,0.00000,4.71232,-1.92545436,-0.05169024,-1.02543,NaN,-1.02543,NaN,NaN,0.22300,4.71232,4.71232,0.00000,65.60521871,111.47776331,81.68789,81.68789,NaN,NaN,58.58707,NaN,6.142852,NaN,NaN,4.71232,10.361164,15.017046,11.187660,0.641449
C,11.191374,-0.618296,0.365564,8,4.73431,0.00000,4.73431,-1.35640779,-0.01538706,-0.75881,NaN,-0.75881,NaN,NaN,0.12941,4.73431,4.73431,0.00000,60.62729958,104.07666954,71.46225,71.46225,NaN,NaN,35.91997,NaN,4.377792,NaN,NaN,4.73431,10.094011,15.017046,10.902643,0.608067
H,7.710003,-1.052336,2.45379,9,9.14023,0.00000,9.14023,-1.77933806,-0.00239757,-0.39483,NaN,-0.39483,NaN,NaN,0.16681,9.14023,9.14023,0.00000,45.20686757,113.52692318,85.86163,85.86163,NaN,NaN,122.98346,NaN,8.760217,NaN,NaN,9.14023,10.845710,15.355763,12.274309,0.654802
C,10.785223,-0.511061,-4.229543,10,4.73806,0.00000,4.73806,-1.29030681,-0.01691234,-0.73166,NaN,-0.73166,NaN,NaN,0.11217,4.73806,4.73806,0.00000,64.79714550,102.22173871,73.97259,73.97259,NaN,NaN,33.39142,NaN,4.302792,NaN,NaN,4.73806,10.081375,14.880770,10.902222,0.628500
