Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,1.1341,-1.666379,2.077168,1,0.23314,0.00000,0.23314,-0.49338266,-0.00999356,-0.10897,NaN,-0.10897,NaN,NaN,0.01427,0.23314,0.23314,0.00000,37.81999026,112.81603602,58.59649,58.59649,NaN,NaN,173.18618,NaN,10.502368,NaN,NaN,0.23314,10.821135,13.945559,11.545698,0.182340
O,4.651385,-1.857412,1.200057,2,10.59887,0.00000,10.59887,-0.83298312,-0.00134412,-0.25893,NaN,-0.25893,NaN,NaN,0.04887,10.59887,10.59887,0.00000,3.62811040,118.06265392,42.43643,42.43643,NaN,NaN,615.06206,NaN,20.564352,NaN,NaN,10.59887,9.891549,15.271927,12.449287,0.896194
C,5.704777,-1.296764,-0.8569,3,4.62751,0.00000,4.62751,-3.75838649,-0.12298544,-1.77365,NaN,-1.77365,NaN,NaN,0.86690,4.62751,4.62751,0.00000,66.91136004,111.34429734,92.61221,92.61221,NaN,NaN,71.79244,NaN,6.829139,NaN,NaN,4.62751,9.912549,15.231814,12.958602,0.664680
C,8.306395,-1.90807,-1.372567,4,5.66823,0.00000,5.66823,-1.94752570,-0.02843529,-0.46893,NaN,-0.46893,NaN,NaN,0.09495,5.66823,5.66823,0.00000,60.33410950,105.20171643,73.64251,73.64251,NaN,NaN,59.10167,NaN,6.177068,NaN,NaN,5.66823,10.465678,15.206667,11.571084,0.957530
H,4.645279,-0.26267,-2.295382,5,9.32782,0.00000,9.32782,-3.29755524,-0.00633777,-0.49509,NaN,-0.49509,NaN,NaN,0.33293,9.32782,9.32782,0.00000,55.00449954,133.17376208,101.16522,101.16522,NaN,NaN,268.20526,NaN,12.771084,NaN,NaN,9.32782,9.340480,15.282869,12.760182,1.110311
C,9.826529,-3.221359,0.38581,6,4.73171,0.00000,4.73171,-1.74773296,-0.02843529,-0.91781,NaN,-0.91781,NaN,NaN,0.19405,4.73171,4.73171,0.00000,52.49251871,91.39266257,63.30000,63.30000,NaN,NaN,30.38919,NaN,3.818274,NaN,NaN,4.73171,10.135376,14.833950,10.977687,0.643938
C,9.319655,-1.146348,-3.719357,7,4.75004,0.00000,4.75004,-1.80943865,-0.04803902,-0.91241,NaN,-0.91241,NaN,NaN,0.20980,4.75004,4.75004,0.00000,60.81551717,98.12624293,73.38052,73.38052,NaN,NaN,38.31331,NaN,5.039325,NaN,NaN,4.75004,10.207970,14.876880,11.064133,0.683534
C,12.324529,-3.756502,-0.213452,8,4.71236,0.00000,4.71236,-1.20178098,-0.00839329,-0.64354,NaN,-0.64354,NaN,NaN,0.10800,4.71236,4.71236,0.00000,52.49251871,91.91497077,60.94200,60.94200,NaN,NaN,30.72195,NaN,3.874521,NaN,NaN,4.71236,9.984756,14.876880,10.793294,0.638063
H,9.02084,-3.794695,2.182465,9,9.12451,0.00000,9.12451,-1.65637822,-0.00060462,-0.33687,NaN,-0.33687,NaN,NaN,0.14098,9.12451,9.12451,0.00000,30.64407548,98.12543557,72.35286,72.35286,NaN,NaN,104.94218,NaN,8.204904,NaN,NaN,9.12451,10.741098,15.271927,12.184922,0.668136
C,11.824797,-1.690645,-4.303141,10,4.71076,0.00000,4.71076,-1.04201329,-0.00612100,-0.58651,NaN,-0.58651,NaN,NaN,0.07736,4.71076,4.71076,0.00000,58.72313563,91.91497077,66.27032,66.27032,NaN,NaN,25.73140,NaN,3.922619,NaN,NaN,4.71076,9.980226,14.876880,10.787174,0.628944
H,8.126278,-0.143534,-5.05733,11,8.81774,0.00000,8.81774,-1.70676297,-0.00013401,-0.36382,NaN,-0.36382,NaN,NaN,0.15505,8.81774,8.81774,0.00000,76.80374393,130.63804505,99.70669,99.70669,NaN,NaN,202.47496,NaN,12.198768,NaN,NaN,8.81774,10.802784,15.174678,12.281965,0.604450
C,13.322023,-2.9933,-2.551593,12,4.74145,0.00000,4.74145,-1.32341493,-0.00318804,-0.80214,NaN,-0.80214,NaN,NaN,0.12600,4.74145,4.74145,0.00000,56.78791993,91.91497077,66.02327,66.02327,NaN,NaN,25.46429,NaN,3.913062,NaN,NaN,4.74145,10.234428,14.876880,10.971062,0.583646
H,13.50976,-4.764393,1.124189,13,8.93752,0.00000,8.93752,-1.17191516,-0.00005591,-0.26597,NaN,-0.26597,NaN,NaN,0.08126,8.93752,8.93752,0.00000,61.11866587,107.72442460,78.54271,78.54271,NaN,NaN,149.04928,NaN,9.987404,NaN,NaN,8.93752,10.535520,14.555597,12.013014,0.618304
H,12.615196,-1.111839,-6.105732,14,8.93966,0.00000,8.93966,-1.00094874,-0.00050475,-0.23418,NaN,-0.23418,NaN,NaN,0.06098,8.93966,8.93966,0.00000,68.84469345,116.94229773,87.24726,87.24726,NaN,NaN,160.58199,NaN,10.421539,NaN,NaN,8.93966,10.533179,14.653599,12.048172,0.618311
H,15.278568,-3.419242,-3.006201,15,8.88782,0.00000,8.88782,-1.24767995,-0.00009880,-0.28069,NaN,-0.28069,NaN,NaN,0.09092,8.88782,8.88782,0.00000,69.41534299,112.87305356,84.28111,84.28111,NaN,NaN,138.22960,NaN,9.626786,NaN,NaN,8.88782,10.832272,14.577903,12.121523,0.573752
C,2.824593,-5.32042,-4.325536,16,3.76229,0.00000,3.76229,-0.74392756,-0.02943255,-0.41222,NaN,-0.41222,NaN,NaN,0.03460,3.76229,3.76229,0.00000,32.56966128,72.31366692,53.15999,53.15999,NaN,NaN,128.96974,NaN,10.291336,NaN,NaN,3.76229,8.731471,11.732579,9.492104,0.280361
C,1.522847,-4.982673,-2.238318,17,10.29702,0.00000,10.29702,-0.79258205,-0.00444254,-0.35644,NaN,-0.35644,NaN,NaN,0.03026,10.29702,10.29702,0.00000,24.77615018,101.13425981,57.27652,57.27652,NaN,NaN,165.01417,NaN,10.058479,NaN,NaN,10.29702,9.009589,13.650690,10.433550,0.775394
H,4.590472,-6.378532,-4.314959,18,9.01639,0.00000,9.01639,-0.65466794,-0.00227331,-0.25826,NaN,-0.25826,NaN,NaN,0.01805,9.01639,9.01639,0.00000,40.84683273,109.70819337,74.61603,74.61603,NaN,NaN,244.10904,NaN,12.692765,NaN,NaN,9.01639,9.439495,13.259145,11.492442,0.484679
H,2.158198,-4.600028,-6.135249,19,9.00985,0.00000,9.00985,-0.67676951,-0.00227331,-0.26124,NaN,-0.26124,NaN,NaN,0.01800,9.00985,9.00985,0.00000,46.81292521,116.80218498,80.01803,80.01803,NaN,NaN,271.76249,NaN,13.632244,NaN,NaN,9.00985,9.464482,13.244043,11.510559,0.475035
C,0.396234,-4.520386,-0.100288,20,4.31964,0.00000,4.31964,-0.87862630,-0.00444254,-0.36270,NaN,-0.36270,NaN,NaN,0.05971,4.31964,4.31964,0.00000,23.73547542,111.94739175,48.70047,48.70047,NaN,NaN,364.29554,NaN,15.384530,NaN,NaN,4.31964,8.908593,13.945559,9.862082,0.691338
H,-0.940802,-5.900029,0.640757,21,9.85224,0.00000,9.85224,-0.79670388,-0.01158872,-0.22658,NaN,-0.22658,NaN,NaN,0.02481,9.85224,9.85224,0.00000,18.59033986,109.52638955,71.77528,71.77528,NaN,NaN,466.83249,NaN,18.235730,NaN,NaN,9.85224,9.318796,15.078191,11.555041,0.525665
Cl,2.178261,1.723838,4.414999,22,21.95025,0.00000,21.95025,-0.42752987,-0.00240255,-0.09787,NaN,-0.09787,NaN,NaN,0.01058,21.95025,19.27199,2.67826,-7.85711524,85.48349419,22.15528,25.75465,-3.74479,283.99293,278.85872,5.13421,14.986370,0.017752,5.041393,21.95025,8.799136,11.944143,9.440527,0.281367
Cl,1.745808,-4.22429,5.372055,23,22.98927,0.00000,22.98927,-0.37924789,-0.00111432,-0.07735,NaN,-0.07735,NaN,NaN,0.00849,22.98927,12.82510,10.16417,-14.84548451,63.46607148,2.76229,9.70418,-5.99697,109.74523,91.82227,17.92295,8.149001,0.136643,14.995880,22.98927,8.585827,11.510131,9.149363,0.292991
O,0.54775,0.451888,-0.851977,24,8.31816,0.00000,8.31816,-1.27834916,-0.00960791,-0.17072,NaN,-0.17072,NaN,NaN,0.01677,8.31816,8.31816,0.00000,36.29403436,124.38960658,67.38615,67.38615,NaN,NaN,405.49817,NaN,17.037229,NaN,NaN,8.31816,10.419284,16.393885,12.158903,1.483947
O,-2.244116,-1.014832,3.037376,25,10.26191,0.00000,10.26191,-1.17591935,-0.00885515,-0.16542,NaN,-0.16542,NaN,NaN,0.01529,10.26191,10.26191,0.00000,2.87531427,114.42954146,39.27282,39.27282,NaN,NaN,696.99294,NaN,22.205417,NaN,NaN,10.26191,9.791170,16.838144,11.930051,1.328924
C,-3.094196,2.94436,-0.290511,26,4.94935,0.00000,4.94935,-1.70478318,-0.05434823,-0.91163,NaN,-0.91163,NaN,NaN,0.18783,4.94935,4.94935,0.00000,86.10691657,155.96650601,112.20703,112.20703,NaN,NaN,219.36197,NaN,13.160851,NaN,NaN,4.94935,11.084961,16.801925,12.610339,1.189035
C,-4.597991,0.611232,-0.41542,27,4.92303,0.00000,4.92303,-1.68746630,-0.05926595,-0.93201,NaN,-0.93201,NaN,NaN,0.18697,4.92303,4.92303,0.00000,92.51013985,154.77482725,114.61740,114.61740,NaN,NaN,95.01364,NaN,7.932096,NaN,NaN,4.92303,11.155256,16.908930,12.634051,1.171647
C,-5.485718,-3.43806,1.343559,28,5.26430,0.00000,5.26430,-2.41738856,-0.10819378,-1.27498,NaN,-1.27498,NaN,NaN,0.34151,5.26430,5.26430,0.00000,103.91716118,155.84304460,122.28011,122.28011,NaN,NaN,61.52105,NaN,5.906189,NaN,NaN,5.26430,12.223513,17.194168,13.982301,1.497011
C,0.981665,4.818399,-0.666098,29,5.41355,0.00000,5.41355,-2.25240896,-0.11438877,-1.10792,NaN,-1.10792,NaN,NaN,0.31819,5.41355,5.41355,0.00000,63.64976523,158.67602046,117.26441,117.26441,NaN,NaN,333.04531,NaN,15.696390,NaN,NaN,5.41355,9.894047,17.161243,13.622102,1.893703
C,-0.009271,7.278348,-0.45007,30,5.68781,0.00000,5.68781,-1.24291638,-0.11828135,-0.73486,NaN,-0.73486,NaN,NaN,0.03833,5.68781,5.68781,0.00000,83.73023094,154.34051326,103.68427,103.68427,NaN,NaN,131.26718,NaN,9.097333,NaN,NaN,5.68781,11.191694,16.545127,12.352158,1.061939
C,-4.177744,5.285126,-0.072756,31,4.70145,0.00000,4.70145,-2.01148935,-0.12412338,-1.07844,NaN,-1.07844,NaN,NaN,0.24599,4.70145,4.70145,0.00000,86.23334186,155.83481367,109.00992,109.00992,NaN,NaN,133.68139,NaN,9.502242,NaN,NaN,4.70145,10.912959,16.545127,11.889296,0.842797
C,-2.688969,7.51248,-0.129858,32,5.62582,0.00000,5.62582,-1.27935047,-0.14325660,-0.84498,NaN,-0.84498,NaN,NaN,0.06326,5.62582,5.62582,0.00000,87.83018459,154.34051326,104.86405,104.86405,NaN,NaN,89.36649,NaN,7.324630,NaN,NaN,5.62582,11.204505,16.545127,12.243447,0.827836
C,-6.572764,0.34276,-2.068347,33,4.69263,0.00000,4.69263,-2.01225411,-0.12863768,-1.09017,NaN,-1.09017,NaN,NaN,0.24645,4.69263,4.69263,0.00000,96.14735155,154.77482725,112.52455,112.52455,NaN,NaN,71.92341,NaN,6.224244,NaN,NaN,4.69263,10.957945,16.754182,11.934319,0.857098
C,-8.092752,-1.862969,-2.079105,34,5.61255,0.00000,5.61255,-1.30514791,-0.10220547,-0.86375,NaN,-0.86375,NaN,NaN,0.06604,5.61255,5.61255,0.00000,94.19066063,154.03375873,108.13699,108.13699,NaN,NaN,63.46329,NaN,5.703655,NaN,NaN,5.61255,11.223240,16.613856,12.292933,0.846304
C,-7.536392,-3.831992,-0.305113,35,5.68208,0.00000,5.68208,-1.39386434,-0.11630040,-0.75560,NaN,-0.75560,NaN,NaN,0.04080,5.68208,5.68208,0.00000,90.33213474,154.03375873,105.94029,105.94029,NaN,NaN,88.04867,NaN,7.024604,NaN,NaN,5.68208,11.252244,16.613856,12.401776,1.059220
H,-6.207833,5.413039,0.166373,36,9.02168,0.00000,9.02168,-1.86067740,-0.00407759,-0.44384,NaN,-0.44384,NaN,NaN,0.17400,9.02168,9.02168,0.00000,102.70499401,162.94113468,131.91605,131.91605,NaN,NaN,193.20925,NaN,11.127254,NaN,NaN,9.02168,11.459865,15.653739,13.125101,0.647322
H,-6.948631,1.850248,-3.402561,37,9.02931,0.00000,9.02931,-1.84118973,-0.00957488,-0.45062,NaN,-0.45062,NaN,NaN,0.17246,9.02931,9.02931,0.00000,110.25273893,166.13572711,135.20843,135.20843,NaN,NaN,175.48241,NaN,10.638126,NaN,NaN,9.02931,11.485658,15.684993,13.157286,0.627595
N,-0.479777,2.752953,-0.57566,38,4.62769,0.00000,4.62769,-1.03128808,-0.02951454,-0.36365,NaN,-0.36365,NaN,NaN,0.04035,4.62769,4.62769,0.00000,60.98514975,158.67602046,109.52670,109.52670,NaN,NaN,339.32396,NaN,15.276485,NaN,NaN,4.62769,10.029567,17.129481,14.138992,1.488055
N,-4.069998,-1.335643,1.288092,39,4.84937,0.00000,4.84937,-1.01817869,-0.02513456,-0.49835,NaN,-0.49835,NaN,NaN,0.06080,4.84937,4.84937,0.00000,81.81343905,155.84304460,109.45951,109.45951,NaN,NaN,149.79772,NaN,9.148676,NaN,NaN,4.84937,11.642543,17.160308,14.363432,0.966067
F,3.411712,4.434414,-1.035513,40,13.42369,0.00000,13.42369,-1.21039412,-0.00418507,-0.10311,NaN,-0.10311,NaN,NaN,0.01200,13.42369,13.42369,0.00000,53.51031222,140.62039359,81.74989,81.74989,NaN,NaN,324.97896,NaN,14.011718,NaN,NaN,13.42369,12.016953,17.495283,15.270410,0.693967
C,1.549383,9.452875,-0.525601,41,4.70534,0.00000,4.70534,-1.74214276,-0.06335600,-0.93754,NaN,-0.93754,NaN,NaN,0.18427,4.70534,4.70534,0.00000,73.56699871,123.01394329,89.28798,89.28798,NaN,NaN,71.23515,NaN,6.648320,NaN,NaN,4.70534,10.337305,15.379754,11.299251,0.765359
C,-3.742419,9.955372,0.113792,42,4.74273,0.00000,4.74273,-1.61930655,-0.05227567,-0.88483,NaN,-0.88483,NaN,NaN,0.15597,4.74273,4.74273,0.00000,76.97032808,123.01377994,92.31759,92.31759,NaN,NaN,63.40399,NaN,6.219388,NaN,NaN,4.74273,10.288542,15.492247,11.237613,0.782525
C,-2.193638,12.058014,0.040465,43,4.76200,0.00000,4.76200,-1.48808455,-0.02896733,-0.85546,NaN,-0.85546,NaN,NaN,0.17415,4.76200,4.76200,0.00000,76.97032808,123.34471577,87.92058,87.92058,NaN,NaN,38.56858,NaN,4.278552,NaN,NaN,4.76200,10.453307,15.492247,11.257434,0.649133
H,-3.010485,13.93046,0.231363,44,8.84467,0.00000,8.84467,-1.38112732,-0.00018935,-0.30300,NaN,-0.30300,NaN,NaN,0.10793,8.84467,8.84467,0.00000,87.20994833,131.40410970,103.71801,103.71801,NaN,NaN,129.88616,NaN,9.254037,NaN,NaN,8.84467,11.103450,14.914120,12.380210,0.599395
C,0.45158,11.806952,-0.278839,45,4.75334,0.00000,4.75334,-1.43661128,-0.02896733,-0.81356,NaN,-0.81356,NaN,NaN,0.16742,4.75334,4.75334,0.00000,73.56699871,123.34471577,85.98732,85.98732,NaN,NaN,43.04212,NaN,4.528629,NaN,NaN,4.75334,10.387359,15.492247,11.214053,0.661845
H,1.628424,13.486172,-0.326223,46,8.82853,0.00000,8.82853,-1.35836643,-0.00017493,-0.29403,NaN,-0.29403,NaN,NaN,0.10202,8.82853,8.82853,0.00000,83.89021691,129.65922126,101.73385,101.73385,NaN,NaN,134.19791,NaN,9.322347,NaN,NaN,8.82853,10.934979,14.957352,12.363135,0.614793
H,-5.770369,10.146306,0.357874,47,8.90035,0.00000,8.90035,-1.55560611,-0.00043640,-0.35487,NaN,-0.35487,NaN,NaN,0.14195,8.90035,8.90035,0.00000,88.98609872,143.42915750,114.22700,114.22700,NaN,NaN,198.95630,NaN,12.180228,NaN,NaN,8.90035,10.943005,15.653739,12.500818,0.759055
F,-4.876117,-5.122401,3.064941,48,13.35069,0.00000,13.35069,-1.27210067,-0.00795256,-0.11122,NaN,-0.11122,NaN,NaN,0.01628,13.35069,13.35069,0.00000,31.87405326,128.81238226,68.82587,68.82587,NaN,NaN,581.30444,NaN,19.981360,NaN,NaN,13.35069,11.693301,17.479327,15.314378,0.709263
C,-10.133195,-2.197381,-3.769839,49,4.77279,0.00000,4.77279,-1.64849476,-0.06320683,-0.89629,NaN,-0.89629,NaN,NaN,0.16076,4.77279,4.77279,0.00000,81.71072983,123.40669346,95.21110,95.21110,NaN,NaN,54.77213,NaN,5.629231,NaN,NaN,4.77279,10.324369,15.544568,11.272484,0.757949
C,-9.008646,-6.067045,-0.242063,50,4.72626,0.00000,4.72626,-1.77522163,-0.05498987,-0.95167,NaN,-0.95167,NaN,NaN,0.19089,4.72626,4.72626,0.00000,77.48226511,124.08645989,90.36183,90.36183,NaN,NaN,57.68585,NaN,5.630806,NaN,NaN,4.72626,10.381163,15.527668,11.344415,0.773518
C,-11.549343,-4.391172,-3.686272,51,4.74127,0.00000,4.74127,-1.51965711,-0.03093219,-0.87778,NaN,-0.87778,NaN,NaN,0.17800,4.74127,4.74127,0.00000,81.71072983,124.08645989,90.23663,90.23663,NaN,NaN,31.07746,NaN,3.794875,NaN,NaN,4.74127,10.500360,15.544568,11.299607,0.620912
H,-13.115723,-4.641698,-4.987685,52,8.80798,0.00000,8.80798,-1.43299436,-0.00051017,-0.30847,NaN,-0.30847,NaN,NaN,0.11296,8.80798,8.80798,0.00000,90.64265709,133.26195775,105.84345,105.84345,NaN,NaN,128.04096,NaN,9.239398,NaN,NaN,8.80798,11.020284,14.967430,12.411318,0.596135
C,-10.987656,-6.324656,-1.922732,53,4.70930,0.00000,4.70930,-1.44871738,-0.03093219,-0.82428,NaN,-0.82428,NaN,NaN,0.17032,4.70930,4.70930,0.00000,77.43678548,124.08645989,87.37885,87.37885,NaN,NaN,41.02250,NaN,4.267583,NaN,NaN,4.70930,10.421269,15.544568,11.238522,0.654948
H,-10.561553,-0.712703,-5.119295,54,8.89845,0.00000,8.89845,-1.58803699,-0.00205923,-0.36300,NaN,-0.36300,NaN,NaN,0.14749,8.89845,8.89845,0.00000,93.64888456,146.57531661,117.27505,117.27505,NaN,NaN,199.07863,NaN,12.220213,NaN,NaN,8.89845,10.950648,15.684993,12.534117,0.746479
H,-12.127482,-8.029596,-1.894864,55,8.86020,0.00000,8.86020,-1.36120392,-0.00008575,-0.29947,NaN,-0.29947,NaN,NaN,0.10480,8.86020,8.86020,0.00000,86.04028840,129.87484406,102.19537,102.19537,NaN,NaN,130.41737,NaN,9.217562,NaN,NaN,8.86020,10.973447,14.999294,12.386619,0.617630
H,3.573502,9.246855,-0.763415,56,8.95818,0.00000,8.95818,-1.69015293,-0.00038717,-0.36508,NaN,-0.36508,NaN,NaN,0.15869,8.95818,8.95818,0.00000,83.50144415,135.38320600,107.26865,107.26865,NaN,NaN,162.53100,NaN,10.674296,NaN,NaN,8.95818,10.928002,16.624678,12.639530,0.898453
H,-8.568166,-7.54062,1.110915,57,8.96341,0.00000,8.96341,-1.67304548,-0.00083301,-0.36991,NaN,-0.36991,NaN,NaN,0.16194,8.96341,8.96341,0.00000,86.66010725,132.11927485,105.60377,105.60377,NaN,NaN,137.78094,NaN,9.774955,NaN,NaN,8.96341,10.967135,16.593386,12.670683,0.903355
