Element,X,Y,Z,Atom#,LEAE All area,LEAE Positive area,LEAE Negative area,LEAE Minimal value,LEAE Maximal value,LEAE All average,LEAE Positive average,LEAE Negative average,LEAE All variance,LEAE Positive variance,LEAE Negative variance,ESP All area (Ang^2),ESP Positive area (Ang^2),ESP Negative area (Ang^2),ESP Minimal value (kcal/mol),ESP Maximal value (kcal/mol),ESP All average (kcal/mol),ESP Positive average (kcal/mol),ESP Negative average (kcal/mol),ESP All variance (kcal/mol)^2,ESP Positive variance (kcal/mol)^2,ESP Negative variance (kcal/mol)^2,ESP Pi (kcal/mol),ESP nu,ESP nu*sigma^2,ALIE Area(Ang^2),ALIE Min value,ALIE Max value,ALIE Average,ALIE Variance
Si,-0.113523,-1.742615,-0.758899,1,0.23985,0.00000,0.23985,-0.15650470,-0.01480446,-0.05948,NaN,-0.05948,NaN,NaN,0.00131,0.23985,0.23985,0.00000,45.26193334,93.44982272,69.85881,69.85881,NaN,NaN,110.28112,NaN,8.740510,NaN,NaN,0.23985,10.727505,12.933808,11.567703,0.161396
O,-3.309164,-2.732202,0.588825,2,9.95692,0.00000,9.95692,-0.77079231,-0.00126232,-0.24223,NaN,-0.24223,NaN,NaN,0.04532,9.95692,9.95692,0.00000,8.83421925,94.35641619,43.16455,43.16455,NaN,NaN,421.67837,NaN,17.626234,NaN,NaN,9.95692,9.767111,15.177441,12.364719,0.858737
C,-5.297123,-3.314408,-0.577844,3,4.22820,0.00000,4.22820,-3.43121831,-0.05206529,-1.60671,NaN,-1.60671,NaN,NaN,0.72962,4.22820,4.22820,0.00000,51.73693939,104.22802290,83.96279,83.96279,NaN,NaN,113.18020,NaN,8.766362,NaN,NaN,4.22820,9.423063,15.177441,12.726625,0.939725
C,-7.446555,-4.397266,0.696389,4,5.69856,0.00000,5.69856,-1.85707468,-0.00713401,-0.42759,NaN,-0.42759,NaN,NaN,0.10342,5.69856,5.69856,0.00000,56.94387222,95.69509512,69.42734,69.42734,NaN,NaN,58.70797,NaN,6.199668,NaN,NaN,5.69856,10.321631,14.970399,11.460249,0.960562
H,-5.458833,-2.887029,-2.592166,5,10.50692,0.00000,10.50692,-3.01583772,-0.00070190,-0.36279,NaN,-0.36279,NaN,NaN,0.25251,10.50692,10.50692,0.00000,24.64674812,112.67009326,80.60570,80.60570,NaN,NaN,424.76543,NaN,16.542916,NaN,NaN,10.50692,8.761980,15.151275,12.003716,2.086220
C,-7.404667,-4.946787,3.304861,6,4.74496,0.00000,4.74496,-1.67811481,-0.03128148,-0.86557,NaN,-0.86557,NaN,NaN,0.17674,4.74496,4.74496,0.00000,52.29902560,92.40102994,64.56661,64.56661,NaN,NaN,33.21510,NaN,4.356976,NaN,NaN,4.74496,10.052600,14.680758,10.903864,0.638281
C,-9.659186,-4.808928,-0.7278,7,4.74366,0.00000,4.74366,-1.72741357,-0.04195220,-0.86987,NaN,-0.86987,NaN,NaN,0.19098,4.74366,4.74366,0.00000,56.17320498,93.09342893,69.80466,69.80466,NaN,NaN,39.06270,NaN,4.945196,NaN,NaN,4.74366,10.135541,14.741854,10.970985,0.642916
C,-9.564042,-5.887704,4.462097,8,4.74359,0.00000,4.74359,-1.10861872,-0.00435285,-0.59456,NaN,-0.59456,NaN,NaN,0.09284,4.74359,4.74359,0.00000,52.29902560,92.40102994,63.88584,63.88584,NaN,NaN,37.01656,NaN,4.694975,NaN,NaN,4.74359,9.914974,14.680758,10.723044,0.606468
H,-5.68759,-4.612153,4.374204,9,9.13681,0.00000,9.13681,-1.59478601,-0.00008315,-0.32121,NaN,-0.32121,NaN,NaN,0.13088,9.13681,9.13681,0.00000,31.93020858,103.52243573,75.77231,75.77231,NaN,NaN,130.90005,NaN,9.127313,NaN,NaN,9.13681,10.612955,15.177441,12.101164,0.626333
C,-11.817143,-5.745419,0.446261,10,4.69862,0.00000,4.69862,-0.94625285,-0.00981690,-0.52895,NaN,-0.52895,NaN,NaN,0.06466,4.69862,4.69862,0.00000,56.01733450,91.92809991,65.71824,65.71824,NaN,NaN,32.99656,NaN,4.423285,NaN,NaN,4.69862,9.911147,14.689096,10.711563,0.605343
